fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.7,0.3,-3.6,-4.4,61.8,68.0,78.8,75.1,10.7,12.6,18.2,18.2,1034.6,333,20
3,1.9,-0.8,-4.6,-5.2,56.6,65.0,74.0,63.9,8.3,9.6,15.2,15.2,1037.0,333,23
6,1.8,-0.9,-4.9,-6.8,48.9,56.9,70.9,76.4,7.8,9.0,10.4,10.4,1037.8,334,2
9,1.0,-1.6,-5.5,-7.4,34.3,38.5,48.7,52.7,6.4,8.0,9.0,9.0,1037.8,334,5
12,-0.1,-3.0,-6.9,-8.5,27.2,29.6,37.5,35.5,6.3,7.4,8.0,8.0,1039.6,334,8
15,-0.2,-3.6,-7.5,-8.3,27.7,29.1,35.9,19.6,8.0,9.0,9.9,9.9,1040.1,334,11
18,-0.2,-3.3,-7.2,-8.0,29.6,31.8,39.7,22.4,6.6,7.2,7.8,7.8,1037.7,334,14
21,-0.5,-3.3,-7.1,-7.4,29.9,33.4,38.2,17.1,6.0,6.6,8.1,8.1,1038.1,334,17
24,-0.6,-3.3,-7.2,-7.3,31.9,36.0,43.5,19.7,5.3,6.0,7.3,7.3,1038.8,334,20
27,-0.6,-3.3,-6.9,-6.7,35.5,40.3,47.6,25.1,4.1,4.7,5.6,5.6,1038.2,334,23
30,-0.5,-3.2,-6.5,-6.2,38.7,43.9,48.5,30.5,4.4,4.8,4.8,4.8,1037.6,335,2
33,-0.9,-3.2,-6.4,-6.2,42.9,46.3,49.9,36.3,4.7,5.1,4.7,4.7,1036.5,335,5
36,-1.1,-3.6,-6.1,-6.2,48.1,46.4,45.9,39.5,4.5,5.6,4.5,4.5,1037.6,335,8
39,2.1,-1.6,-5.5,-5.7,40.3,44.4,51.4,37.3,2.8,3.0,3.4,3.4,1036.8,335,11
42,3.9,0.7,-3.4,-5.4,36.1,38.9,49.8,54.7,3.3,3.6,3.9,3.9,1034.0,335,14
