fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,10.5,11.0,9.3,8.6,67.8,61.5,61.9,63.1,5.3,6.1,7.3,7.3,1020.0,48,20
3,10.0,10.9,10.1,9.3,71.7,63.2,62.7,64.7,5.7,6.3,9.3,9.3,1020.6,48,23
6,9.8,10.6,10.3,9.7,74.3,66.1,63.6,65.9,4.3,5.5,7.1,7.1,1020.1,49,2
9,9.5,10.5,10.6,9.8,78.3,67.8,64.7,70.0,3.2,3.8,4.0,4.0,1019.6,49,5
12,9.8,10.5,10.0,9.2,79.1,69.1,71.8,77.0,1.6,1.6,2.5,2.5,1020.2,49,8
15,12.2,10.6,9.2,8.5,71.6,74.8,77.2,81.6,2.2,2.7,3.2,3.2,1021.2,49,11
18,12.0,10.6,8.1,7.6,76.5,80.2,83.0,84.9,3.6,4.1,6.1,6.1,1020.0,49,14
21,11.6,10.5,8.0,7.5,77.4,80.6,79.1,81.7,3.1,4.1,7.6,7.6,1020.6,49,17
24,10.3,9.9,7.8,6.7,81.6,80.3,71.6,73.7,5.1,7.6,11.0,11.0,1023.5,49,20
27,8.7,10.0,8.5,6.9,85.8,73.1,66.1,68.2,3.9,8.5,9.9,9.9,1024.9,49,23
30,8.0,9.7,8.8,7.3,83.6,68.4,55.4,57.4,4.3,9.6,11.9,11.9,1025.5,50,2
33,6.7,7.0,6.2,5.9,70.8,64.5,51.3,48.0,7.3,10.0,12.4,12.4,1026.3,50,5
36,6.2,5.1,3.4,3.4,64.6,61.5,53.5,48.1,6.9,9.1,11.6,11.6,1029.3,50,8
39,9.8,6.5,2.6,2.7,44.6,49.4,46.8,24.2,5.0,5.4,7.5,7.5,1029.8,50,11
42,12.0,9.0,4.7,2.7,33.4,33.9,41.9,43.6,3.7,3.9,4.2,4.2,1027.4,50,14
