fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.6,17.9,15.0,13.0,80.9,71.5,80.0,88.4,5.0,7.4,9.7,9.7,1021.1
3,16.1,16.6,14.7,13.3,84.7,79.4,83.0,86.4,5.1,7.3,8.0,8.0,1021.0
6,15.5,15.3,14.8,14.1,89.5,87.7,87.5,89.5,5.0,6.8,7.8,7.8,1020.0
9,15.4,14.8,15.0,14.5,91.4,92.5,91.7,95.5,5.5,7.0,9.4,9.4,1019.2
12,16.2,15.1,15.1,14.8,88.8,92.6,95.6,98.7,5.6,6.5,10.5,10.5,1019.8
15,18.3,16.7,15.4,15.3,82.7,88.0,96.2,98.9,4.2,4.4,9.5,9.5,1019.0
18,19.4,18.2,15.0,15.1,81.1,84.0,97.7,98.8,6.4,6.5,7.2,7.2,1016.9
21,18.7,18.2,15.9,15.3,86.4,85.9,93.1,96.9,6.1,6.5,10.6,10.6,1016.6
24,18.2,18.1,16.2,15.4,89.8,86.7,90.7,95.5,5.8,6.1,11.5,11.5,1017.4
27,18.0,17.9,16.1,15.4,90.4,87.5,90.4,94.3,6.2,6.8,10.5,10.5,1017.5
30,17.5,17.1,15.5,15.0,91.4,89.8,92.0,93.9,6.8,7.1,10.0,10.0,1017.2
33,16.9,16.5,15.2,14.9,92.1,91.1,81.9,80.7,6.1,6.4,11.4,11.4,1016.8
36,16.9,16.1,14.8,14.8,90.4,90.8,82.2,62.0,5.9,6.4,8.8,8.8,1018.0
39,18.7,17.2,14.2,14.3,77.3,81.7,80.8,61.4,5.0,5.2,8.6,8.6,1018.1
42,19.4,18.3,14.3,14.2,68.5,70.5,78.6,48.8,5.8,5.9,7.4,7.4,1016.3
