fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.3,1.8,-1.8,-3.4,67.8,69.3,76.9,80.1,5.0,6.6,9.2,9.2,1030.3,44,20
3,2.6,1.1,-2.1,-3.5,72.0,70.0,73.4,75.0,5.7,7.1,9.3,9.3,1031.3,44,23
6,1.8,1.0,-2.0,-3.5,75.2,67.0,65.5,65.4,4.2,6.1,7.5,7.5,1030.7,45,2
9,1.8,0.6,-2.6,-4.0,69.5,64.7,60.6,59.6,4.4,5.7,6.2,6.2,1030.7,45,5
12,1.6,-0.4,-2.9,-3.8,58.1,57.0,40.8,45.2,3.9,4.9,6.7,6.7,1031.5,45,8
15,4.6,1.1,-2.9,-3.8,41.3,45.3,52.7,36.7,3.2,3.5,4.1,4.1,1032.1,45,11
18,7.0,3.7,-0.5,-2.6,35.1,36.9,46.5,51.6,3.7,3.9,4.3,4.3,1029.3,45,14
21,6.2,4.3,0.3,-1.8,35.9,35.8,45.0,50.8,4.7,5.0,5.4,5.4,1029.4,45,17
24,2.8,3.4,-0.3,-2.2,50.8,38.3,45.1,48.3,4.1,6.6,6.3,6.3,1030.5,45,20
27,0.5,2.7,-0.7,-2.5,64.6,41.9,47.4,49.7,3.2,5.0,6.0,6.0,1032.0,45,23
30,-1.1,2.1,-0.9,-2.6,74.4,43.1,47.5,50.4,4.2,6.2,5.9,5.9,1032.4,46,2
33,-2.1,1.6,-1.0,-2.7,79.4,42.0,42.5,45.5,2.3,5.0,5.5,5.5,1031.7,46,5
36,-0.3,1.0,-1.6,-3.1,75.9,47.0,43.9,45.9,0.9,3.3,3.6,3.6,1034.4,46,8
39,6.1,2.4,-1.5,-3.1,43.4,48.1,54.2,49.6,0.9,1.1,1.6,1.6,1035.3,46,11
42,8.4,5.0,0.9,-1.2,37.6,40.2,50.0,54.8,1.1,1.6,2.6,2.6,1032.3,46,14
