fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.6,14.1,10.1,8.2,65.8,45.7,54.2,56.0,3.0,7.6,6.4,6.4,1029.5
3,9.9,12.9,9.4,7.3,73.1,51.1,59.3,63.1,2.5,7.6,7.8,7.8,1029.7
6,8.8,11.9,9.0,7.1,81.2,57.9,62.6,65.5,2.3,6.6,7.1,7.1,1028.7
9,8.1,10.9,8.7,7.0,84.8,62.6,63.3,65.4,2.8,7.8,6.8,6.8,1028.8
12,10.3,10.2,8.3,6.8,76.9,65.7,62.8,61.4,3.5,8.9,7.6,7.6,1030.1
15,15.8,12.7,8.4,6.7,50.7,56.3,68.2,61.0,5.0,6.5,7.6,7.6,1029.6
18,17.2,14.6,10.2,8.1,45.9,48.7,60.8,66.4,3.5,5.0,5.5,5.5,1027.2
21,14.5,14.5,10.4,8.4,57.4,50.7,61.2,65.9,2.6,5.8,6.4,6.4,1026.9
24,11.7,13.5,10.0,8.4,69.8,55.1,63.9,63.7,2.8,8.0,9.2,9.2,1027.3
27,10.3,12.5,9.8,8.4,76.6,58.5,61.5,59.9,2.6,7.9,9.5,9.5,1028.1
30,9.2,11.5,9.5,8.3,82.5,66.5,65.3,60.2,2.6,8.1,8.5,8.5,1027.2
33,8.5,10.6,9.1,8.0,88.2,73.2,70.0,62.8,2.7,8.1,8.0,8.0,1026.0
36,10.5,10.3,9.0,7.6,81.5,73.4,71.9,69.6,2.9,8.2,9.2,9.2,1026.9
39,16.3,13.4,9.3,7.8,58.0,64.6,76.1,75.8,4.0,5.8,8.0,8.0,1026.1
42,18.1,15.8,11.5,9.3,52.5,56.0,70.1,78.3,3.2,4.8,5.4,5.4,1023.3
