fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.6,7.7,5.1,3.4,71.6,64.8,67.6,70.8,2.2,5.1,4.5,4.5,1021.3
3,6.4,6.1,3.7,1.9,89.8,77.9,82.1,89.0,1.4,3.5,0.7,0.7,1022.7
6,5.7,5.3,2.8,1.4,92.6,84.3,87.4,90.1,3.1,3.7,2.9,2.9,1022.6
9,5.2,4.8,2.5,1.2,94.4,87.7,86.0,86.2,2.7,3.4,4.4,4.4,1022.4
12,5.0,4.4,2.2,0.8,94.5,89.2,85.7,85.4,3.0,3.8,6.2,6.2,1024.0
15,7.6,5.4,2.0,0.7,75.9,83.9,86.6,83.0,3.1,3.6,6.9,6.9,1024.5
18,9.9,7.7,3.5,1.4,54.7,59.8,74.5,83.0,4.2,4.5,5.1,5.1,1021.9
21,9.0,8.1,4.0,2.0,56.1,55.8,69.1,77.4,4.0,4.5,5.2,5.2,1021.9
24,4.7,6.4,3.2,1.5,77.6,66.5,74.5,76.5,5.8,8.2,5.3,5.3,1023.6
27,2.7,4.1,2.1,1.2,90.7,80.9,78.4,70.1,3.8,7.1,6.4,6.4,1024.6
30,1.7,3.0,1.3,0.5,94.0,88.3,86.8,77.4,2.9,6.1,5.4,5.4,1024.1
33,2.5,2.8,1.0,-0.3,92.6,90.8,95.0,90.8,4.0,5.7,4.3,4.3,1024.0
36,3.4,2.8,0.9,-0.4,89.5,91.4,95.2,96.3,4.5,5.4,3.7,3.7,1025.4
39,5.2,3.1,0.8,-0.4,80.3,89.1,92.1,93.8,3.9,5.1,4.5,4.5,1027.1
42,6.8,4.8,1.2,-0.2,69.6,76.6,86.7,89.0,6.3,6.6,7.4,7.4,1025.7
