fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-1.4,0.3,-1.9,-3.0,83.2,60.8,56.4,50.2,4.4,5.0,4.6,4.6,1029.0
3,-2.7,0.3,-1.9,-3.2,89.5,57.7,57.5,53.5,4.0,3.7,3.7,3.7,1029.8
6,-3.2,0.1,-2.0,-3.3,88.3,54.6,59.0,58.3,4.0,4.5,4.1,4.1,1028.5
9,-3.1,-0.3,-2.2,-3.7,84.7,56.4,63.4,66.7,3.3,4.9,4.0,4.0,1027.7
12,-2.1,-0.5,-2.3,-3.7,81.2,58.9,65.3,68.8,2.7,4.3,3.6,3.6,1028.8
15,3.8,1.1,-2.0,-3.3,57.8,60.8,65.5,66.5,0.4,0.6,1.0,1.0,1028.3
18,6.2,3.8,-0.2,-2.1,50.1,51.5,62.2,67.9,0.5,0.9,1.5,1.5,1025.3
21,5.3,4.4,0.8,-1.0,54.7,49.8,56.9,59.3,2.3,2.8,3.5,3.5,1025.5
24,1.4,3.6,0.9,-0.5,71.5,51.4,49.2,49.6,5.0,4.6,2.7,2.7,1027.0
27,0.1,3.2,1.0,-0.3,77.5,49.9,45.0,43.8,1.8,2.0,2.1,2.1,1027.8
30,-2.0,3.0,0.9,-0.3,85.0,50.8,44.4,42.0,2.2,2.1,3.0,3.0,1028.0
33,-2.4,3.0,1.4,0.2,85.9,52.2,38.9,39.7,2.2,2.8,3.5,3.5,1027.2
36,-0.7,3.1,1.9,0.6,82.6,51.7,37.3,42.6,3.4,3.5,4.1,4.1,1028.5
39,7.4,4.7,2.4,1.1,52.0,52.8,40.4,44.5,2.9,3.4,4.0,4.0,1028.9
42,10.7,8.3,4.1,2.3,40.3,41.0,49.7,50.6,2.8,3.5,4.4,4.4,1025.8
