fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.2,8.8,9.4,8.5,79.5,59.2,29.1,24.0,7.2,8.1,3.1,3.1,1020.1,4,20
3,4.0,8.2,9.5,8.6,84.5,60.3,29.1,24.4,5.4,6.7,3.9,3.9,1020.7,4,23
6,3.1,7.8,9.2,8.0,85.6,59.9,32.1,29.4,1.8,3.2,3.8,3.8,1021.1,5,2
9,2.2,7.4,8.2,6.8,87.1,59.9,45.5,44.8,2.4,3.3,6.4,6.4,1021.2,5,5
12,2.1,7.1,7.1,5.9,88.5,62.1,61.0,60.5,2.6,3.8,7.7,7.7,1023.0,5,8
15,10.3,8.0,7.0,6.2,62.0,66.1,64.7,60.3,0.8,1.6,4.3,4.3,1023.6,5,11
18,13.4,11.4,7.4,6.7,54.1,57.7,68.2,57.5,1.3,1.9,3.3,3.3,1021.2,5,14
21,9.8,11.6,7.9,6.6,73.6,59.4,68.7,61.2,3.0,3.1,3.4,3.4,1021.9,5,17
24,6.0,10.7,7.6,6.5,84.9,65.6,69.2,60.4,3.4,2.9,2.6,2.6,1023.4,5,20
27,3.9,9.8,7.3,6.2,91.6,70.3,69.8,59.7,2.9,2.3,1.4,1.4,1023.9,5,23
30,2.4,8.8,6.7,5.6,95.2,74.2,75.1,66.4,2.3,2.1,2.7,2.7,1024.6,6,2
33,2.1,7.7,6.1,5.4,96.5,77.5,78.9,65.0,3.0,3.8,4.0,4.0,1024.1,6,5
36,2.2,6.8,5.5,5.0,96.3,79.4,81.7,62.5,1.3,2.3,3.0,3.0,1026.0,6,8
39,8.8,6.5,5.0,4.2,76.9,83.3,86.3,72.1,1.2,1.1,3.0,3.0,1026.7,6,11
42,12.1,9.7,5.6,3.7,60.5,66.3,82.3,86.2,2.7,3.0,3.5,3.5,1024.3,6,14
