fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.4,9.0,5.7,3.9,44.9,33.7,32.0,31.4,7.3,9.4,8.3,8.3,1028.0
3,6.2,6.2,3.8,3.0,43.4,31.4,21.0,12.4,6.2,8.5,6.4,6.4,1029.7
6,4.2,4.1,2.7,2.5,40.2,29.8,17.0,9.0,6.0,8.9,7.3,7.3,1030.3
9,3.0,2.6,1.9,2.0,43.5,37.3,20.0,11.2,5.5,9.1,7.2,7.2,1030.6
12,3.5,1.3,1.1,1.4,44.6,42.7,24.1,13.1,4.5,8.8,6.7,6.7,1033.3
15,7.7,4.1,0.9,1.3,29.8,33.2,23.9,12.1,3.9,5.3,6.4,6.4,1033.6
18,10.1,6.9,2.7,1.4,24.6,25.9,31.7,19.7,3.5,4.7,5.3,5.3,1031.2
21,8.2,7.2,3.2,1.7,31.6,29.4,34.7,28.6,3.7,6.7,7.7,7.7,1031.2
24,5.9,5.9,3.0,2.0,45.2,40.2,43.7,32.7,3.5,9.3,10.4,10.4,1031.9
27,4.8,5.3,3.3,2.1,56.2,50.2,58.3,56.6,3.4,9.7,12.9,12.9,1031.6
30,4.6,4.5,3.2,2.5,66.8,64.9,67.9,65.0,4.0,10.7,14.0,14.0,1031.2
33,4.5,4.2,3.2,3.3,75.8,74.3,71.0,60.4,4.2,10.8,15.1,15.1,1030.3
36,5.9,4.3,3.5,4.0,74.5,78.6,79.3,64.6,4.3,11.3,16.4,16.4,1031.0
39,11.2,7.9,4.2,5.1,57.7,67.6,80.6,65.4,5.7,8.4,14.8,14.8,1029.4
42,14.1,11.5,7.2,5.5,52.1,58.0,73.1,74.7,5.5,7.4,8.7,8.7,1025.7
