fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.8,0.6,-3.1,-4.8,54.7,52.7,57.2,61.7,2.9,7.1,8.2,8.2,1032.1,6,20
3,0.3,-1.7,-4.7,-6.0,36.1,36.5,30.8,38.2,4.9,9.5,11.2,11.2,1034.6,6,23
6,-3.0,-4.8,-7.3,-8.4,35.0,35.0,23.5,20.6,4.9,10.4,12.1,12.1,1036.2,7,2
9,-5.2,-7.7,-10.8,-11.3,31.4,35.9,27.1,22.2,5.8,9.7,11.9,11.9,1037.5,7,5
12,-6.7,-9.6,-13.3,-13.8,23.8,26.8,31.1,17.9,4.6,7.3,9.4,9.4,1040.1,7,8
15,-5.1,-9.2,-13.1,-15.0,20.2,20.8,27.6,31.1,5.0,7.0,7.6,7.6,1040.3,7,11
18,-3.9,-7.7,-11.6,-13.6,19.5,18.6,24.4,28.6,5.0,7.2,7.6,7.6,1037.2,7,14
21,-5.2,-7.5,-11.4,-13.3,19.1,18.5,24.2,28.0,3.7,6.1,6.6,6.6,1037.0,7,17
24,-6.5,-8.0,-11.7,-13.4,26.0,17.9,21.0,22.0,2.0,5.5,6.7,6.7,1038.0,7,20
27,-6.2,-8.0,-11.3,-12.8,25.0,18.0,16.8,16.5,1.8,5.8,8.2,8.2,1038.0,7,23
30,-5.9,-7.7,-10.6,-11.7,25.1,19.6,14.9,16.0,1.9,4.9,6.6,6.6,1037.3,8,2
33,-7.3,-7.3,-9.7,-10.8,34.1,19.2,14.4,14.8,1.6,4.4,3.8,3.8,1035.4,8,5
36,-6.2,-6.6,-9.1,-10.5,32.4,19.1,14.4,13.8,2.5,6.0,7.3,7.3,1036.0,8,8
39,-0.3,-4.0,-7.9,-9.8,12.7,15.4,19.9,20.7,4.6,6.7,7.7,7.7,1035.2,8,11
42,2.0,-1.2,-5.2,-7.3,12.6,12.5,15.9,18.3,5.7,8.1,8.9,8.9,1032.1,8,14
