fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.7,12.6,9.6,7.8,69.5,38.1,39.0,39.9,5.9,6.2,5.5,5.5,1028.1
3,5.6,12.1,10.1,8.2,75.7,42.4,37.3,38.7,7.0,9.0,9.2,9.2,1028.0
6,4.6,11.0,10.0,8.6,79.4,47.3,33.4,28.1,7.9,10.1,10.2,10.2,1027.0
9,3.6,10.2,10.1,9.2,81.9,45.7,25.9,19.2,7.6,9.5,8.4,8.4,1025.2
12,5.1,9.6,10.4,9.7,72.9,44.4,25.6,20.7,7.7,9.9,7.0,7.0,1025.9
15,13.9,11.4,11.0,10.5,50.0,49.8,23.5,15.9,6.7,8.0,9.2,9.2,1025.9
18,17.4,15.3,11.4,11.0,37.2,36.9,34.9,15.3,8.2,8.6,11.1,11.1,1022.8
21,15.2,15.5,12.2,11.5,46.0,38.8,36.0,23.4,9.0,10.0,14.4,14.4,1021.6
24,10.5,14.1,13.4,12.1,60.6,44.0,28.0,23.6,8.5,10.7,16.6,16.6,1022.7
27,9.1,13.6,13.7,12.7,64.6,44.0,23.4,19.0,8.2,10.6,15.6,15.6,1023.1
30,8.8,13.1,14.5,13.4,66.0,45.3,23.6,20.8,6.9,8.4,10.5,10.5,1021.8
33,9.0,12.9,14.0,12.9,69.0,48.6,32.5,29.9,4.5,6.3,10.7,10.7,1020.5
36,10.0,13.0,14.2,13.2,68.3,47.2,34.0,31.4,6.6,7.2,12.5,12.5,1021.6
39,16.6,14.8,14.4,13.5,49.6,48.3,35.9,36.3,6.6,7.7,16.3,16.3,1021.2
42,19.2,17.7,14.4,13.7,42.6,42.2,43.3,40.5,8.7,9.4,14.9,14.9,1018.2
