fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,10.7,9.6,6.0,5.6,49.4,49.8,51.5,31.9,5.2,8.2,11.1,11.1,1024.8,77,20
3,9.5,8.2,4.8,5.4,50.9,51.6,48.8,20.5,3.7,7.5,11.0,11.0,1026.0,77,23
6,8.4,7.0,4.6,5.6,52.6,53.3,36.7,12.6,3.8,6.9,10.4,10.4,1025.1,78,2
9,6.9,6.0,5.2,5.9,54.6,52.7,25.9,11.2,3.2,6.5,10.8,10.8,1023.5,78,5
12,7.2,5.5,5.9,6.5,52.5,54.4,17.9,8.5,4.2,6.2,10.9,10.9,1024.3,78,8
15,8.6,6.5,5.9,6.4,47.9,50.6,19.7,9.5,3.7,4.2,7.9,7.9,1024.9,78,11
18,9.5,7.7,6.3,6.3,45.6,46.0,16.4,11.2,4.1,4.6,6.0,6.0,1023.0,78,14
21,9.3,8.1,6.3,5.7,47.3,45.9,20.7,17.5,3.6,4.1,5.5,5.5,1022.7,78,17
24,7.6,8.0,5.9,5.3,59.4,45.5,28.1,23.3,3.0,3.0,3.1,3.1,1024.0,78,20
27,4.4,7.9,6.6,5.8,76.4,44.4,29.4,26.3,1.8,1.4,2.2,2.2,1024.3,78,23
30,3.5,7.8,7.6,6.8,78.8,41.6,22.5,25.9,2.1,5.6,4.6,4.6,1024.5,79,2
33,2.9,7.7,8.7,7.6,78.1,37.5,21.7,35.9,2.4,7.1,10.7,10.7,1023.8,79,5
36,7.1,7.0,7.6,6.8,62.5,48.6,42.4,40.8,4.6,9.9,12.7,12.7,1025.7,79,8
39,14.2,11.0,7.2,7.0,40.1,43.1,38.5,18.6,5.4,6.2,10.0,10.0,1026.6,79,11
42,16.9,14.1,9.8,7.6,24.6,23.2,28.5,31.8,5.6,6.4,7.1,7.1,1024.8,79,14
