fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.8,6.8,3.6,2.4,64.7,37.1,39.9,31.2,3.1,3.2,2.2,2.2,1030.6,28,20
3,2.1,6.4,3.8,3.0,63.1,38.9,34.3,25.1,4.4,6.3,3.9,3.9,1030.5,28,23
6,1.6,6.0,4.3,3.5,67.8,41.0,29.1,23.2,3.3,6.4,3.6,3.6,1029.0,29,2
9,0.1,5.4,4.6,3.7,77.5,43.5,29.8,26.1,2.0,4.5,1.4,1.4,1028.3,29,5
12,1.6,5.0,4.6,3.7,71.9,46.1,31.1,27.1,2.8,7.3,4.0,4.0,1028.7,29,8
15,8.3,5.4,5.0,4.0,52.9,55.3,35.6,30.1,2.4,4.3,4.7,4.7,1028.9,29,11
18,11.9,9.5,5.6,4.3,41.9,43.2,47.5,38.8,2.8,3.5,3.8,3.8,1025.5,29,14
21,10.2,10.1,6.4,4.8,52.2,43.2,47.9,45.0,2.5,5.0,5.0,5.0,1024.6,29,17
24,6.8,8.9,6.3,5.1,62.6,48.6,46.2,42.2,3.8,8.1,5.6,5.6,1025.3,29,20
27,5.9,7.1,6.4,5.0,68.5,60.3,50.9,51.3,3.5,7.6,6.3,6.3,1025.5,29,23
30,5.1,6.5,6.5,5.2,77.8,68.6,60.9,67.2,3.0,6.0,4.9,4.9,1024.7,30,2
33,4.8,5.8,6.3,5.2,85.6,77.4,70.0,75.8,2.8,5.2,3.8,3.8,1023.8,30,5
36,4.7,5.8,6.3,5.5,91.2,81.0,74.9,79.6,3.2,5.2,5.2,5.2,1024.4,30,8
39,10.9,8.3,6.9,6.4,69.8,76.7,76.1,78.6,2.9,3.5,6.1,6.1,1024.4,30,11
42,14.3,12.2,8.1,7.2,59.8,64.2,79.3,78.2,2.3,2.2,2.9,2.9,1021.1,30,14
