fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.4,13.6,11.1,10.0,93.5,92.9,82.5,79.1,2.8,5.0,4.3,4.3,1022.4,299,20
3,14.3,13.7,11.7,10.4,94.9,92.5,82.5,80.0,2.7,3.3,3.7,3.7,1023.1,299,23
6,14.2,13.3,11.5,10.4,95.4,97.0,93.1,89.4,4.9,6.5,5.2,5.2,1022.3,300,2
9,14.3,13.3,11.8,10.7,95.7,98.1,95.2,96.3,4.7,6.7,8.9,8.9,1022.3,300,5
12,14.9,13.6,11.8,11.0,93.1,97.4,98.0,97.5,4.2,6.8,9.6,9.6,1023.8,300,8
15,16.5,14.8,11.9,11.0,84.8,91.3,94.2,93.9,5.0,7.2,10.0,10.0,1024.6,300,11
18,17.5,16.0,12.4,11.2,77.8,81.8,93.8,95.9,5.2,7.4,8.7,8.7,1023.6,300,14
21,17.3,16.7,13.4,12.0,78.6,78.1,86.3,89.0,4.0,7.5,11.2,11.2,1024.1,300,17
24,17.1,16.7,13.6,12.0,78.3,76.9,85.7,88.5,4.3,8.6,12.7,12.7,1025.0,300,20
27,16.8,15.9,12.8,11.5,80.1,81.6,92.5,94.4,4.8,9.5,13.6,13.6,1025.5,300,23
30,16.0,14.9,12.2,11.3,83.5,86.6,91.9,89.6,4.7,8.9,12.7,12.7,1025.2,301,2
33,15.2,14.0,11.8,11.1,86.9,90.8,89.6,80.3,4.7,8.7,12.3,12.3,1025.5,301,5
36,15.4,13.5,11.1,10.4,84.1,91.2,87.1,80.1,5.2,8.9,12.8,12.8,1027.1,301,8
39,17.5,15.1,11.0,10.0,65.5,73.0,84.5,72.4,5.1,7.6,10.6,10.6,1027.0,301,11
42,19.1,17.1,12.8,10.6,54.7,58.4,73.0,80.5,3.6,6.0,7.4,7.4,1024.7,301,14
