fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.4,10.5,9.2,8.3,81.1,63.8,58.7,49.4,2.0,5.4,4.4,4.4,1018.7
3,6.3,8.7,9.1,7.9,88.4,76.0,62.1,55.7,2.3,4.9,0.9,0.9,1019.4
6,5.1,6.8,7.9,6.9,93.4,86.8,71.2,65.2,2.2,5.3,3.1,3.1,1019.7
9,4.2,4.8,6.5,5.6,96.6,96.0,83.6,77.1,2.6,5.9,5.4,5.4,1020.6
12,5.7,4.6,4.7,4.3,93.7,99.1,97.5,94.1,3.1,6.8,6.8,6.8,1023.1
15,7.4,5.5,2.8,2.5,85.9,93.3,99.6,99.6,5.4,8.9,10.0,10.0,1025.7
18,5.9,3.8,0.6,0.6,81.6,89.7,99.6,99.9,6.4,10.0,11.8,11.8,1027.2
21,2.8,0.7,-2.2,-1.4,77.4,85.4,95.0,97.5,6.7,10.8,17.0,17.0,1030.4
24,1.5,-0.8,-4.0,-3.1,67.1,76.0,88.3,90.4,5.7,9.7,17.2,17.2,1033.6
27,0.7,-1.8,-5.5,-4.5,62.9,72.2,88.8,80.8,5.2,8.5,13.1,13.1,1036.1
30,-0.4,-3.0,-6.8,-6.6,59.3,69.0,88.3,79.9,5.3,8.4,10.1,10.1,1037.2
33,-2.2,-4.8,-8.2,-7.0,60.6,71.3,89.4,63.0,5.5,8.5,10.8,10.8,1037.8
36,-3.2,-6.2,-9.0,-7.4,63.4,76.9,90.0,52.4,4.8,7.7,9.7,9.7,1040.4
39,-0.6,-4.7,-8.7,-8.3,54.3,68.6,90.7,61.8,3.6,5.0,4.8,4.8,1041.3
42,1.6,-2.2,-6.3,-8.3,46.0,55.9,74.0,79.4,3.8,5.3,5.6,5.6,1038.6
