fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.1,8.7,5.5,3.9,72.1,48.2,51.9,48.6,2.9,3.0,2.2,2.2,1029.6
3,3.5,8.4,5.4,4.2,79.2,49.1,51.2,42.0,1.3,1.1,2.3,2.3,1030.3
6,1.5,8.2,5.5,4.5,87.0,48.5,49.9,36.1,1.9,3.5,6.0,6.0,1030.1
9,1.5,7.9,5.8,4.9,85.6,49.6,48.6,46.4,2.9,6.9,9.2,9.2,1028.8
12,2.6,7.7,6.4,5.3,80.8,52.4,56.9,56.4,2.4,7.0,9.2,9.2,1028.9
15,11.6,8.8,7.2,6.2,50.1,54.1,52.8,50.3,2.3,5.8,12.0,12.0,1028.7
18,15.4,13.1,9.0,7.2,38.9,41.8,49.3,49.2,4.7,6.5,8.3,8.3,1025.2
21,12.2,13.7,10.1,8.2,48.9,39.0,40.9,39.4,3.3,7.2,10.6,10.6,1024.8
24,7.4,12.4,9.7,8.0,65.4,40.2,30.3,26.2,4.0,9.1,11.9,11.9,1025.6
27,3.9,11.5,9.3,7.5,77.7,37.8,27.2,23.7,3.6,6.0,8.6,8.6,1026.6
30,3.4,10.8,9.0,7.3,76.7,39.9,29.3,25.7,0.3,2.5,5.7,5.7,1026.3
33,1.5,10.0,8.9,7.2,84.1,43.8,31.2,26.2,2.0,1.0,4.1,4.1,1025.5
36,2.4,9.7,8.8,7.4,86.2,45.4,31.8,28.3,5.3,5.1,1.0,1.0,1026.2
39,12.3,10.1,9.1,7.9,52.5,51.8,31.2,29.9,4.3,6.6,4.1,4.1,1025.7
42,15.9,13.8,9.8,8.8,35.7,37.2,40.5,30.8,5.3,5.8,7.1,7.1,1022.5
