fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,11.4,14.8,11.0,9.1,58.1,33.4,39.4,40.7,3.5,4.5,3.4,3.4,1026.2,291,20
3,9.6,13.9,10.4,8.6,67.1,39.2,44.4,43.5,2.5,5.3,4.2,4.2,1026.6,291,23
6,8.4,13.0,9.9,8.2,74.4,44.4,49.1,44.9,2.0,5.8,3.3,3.3,1026.3,292,2
9,7.7,12.3,9.4,8.0,81.2,48.7,50.6,41.1,2.1,6.0,3.7,3.7,1026.2,292,5
12,11.3,11.6,8.9,7.9,71.6,57.6,54.7,40.5,2.7,7.4,5.0,5.0,1027.8,292,8
15,17.4,14.1,9.7,8.5,46.3,51.4,63.2,44.9,3.7,5.0,5.6,5.6,1027.6,292,11
18,19.5,16.7,12.4,10.3,38.6,41.0,50.5,52.8,3.1,4.7,5.6,5.6,1025.2,292,14
21,17.3,16.9,12.8,10.7,44.9,39.9,47.2,50.5,3.2,6.3,7.3,7.3,1025.0,292,17
24,13.4,15.4,12.1,10.3,56.9,44.5,47.6,48.2,3.7,9.0,10.9,10.9,1025.8,292,20
27,12.2,13.9,11.8,10.6,68.0,58.6,59.5,49.5,4.2,10.0,13.9,13.9,1025.8,292,23
30,11.3,12.3,11.2,11.0,77.7,69.1,65.3,50.8,4.5,10.2,12.8,12.8,1025.2,293,2
33,10.4,11.4,11.6,12.1,83.9,74.9,51.7,29.7,4.1,9.6,12.6,12.6,1024.6,293,5
36,12.6,11.1,11.7,12.4,75.6,76.8,55.4,31.1,4.5,10.1,12.3,12.3,1025.7,293,8
39,18.8,15.8,11.9,12.3,54.5,61.0,67.5,42.4,5.9,7.6,10.7,10.7,1025.0,293,11
42,21.5,19.2,14.8,13.0,47.2,50.1,61.7,60.3,5.0,6.3,7.4,7.4,1021.5,293,14
