fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.5,9.7,6.1,4.2,58.4,34.7,39.9,44.0,6.1,6.9,4.3,4.3,1024.8
3,4.6,8.5,5.5,3.8,66.3,36.3,40.6,44.5,4.7,7.0,3.7,3.7,1026.2
6,3.1,7.3,4.9,3.3,72.2,38.7,40.7,44.7,3.1,7.6,3.7,3.7,1025.8
9,1.7,6.5,4.5,2.9,77.8,42.7,41.0,44.5,2.4,6.4,3.6,3.6,1025.1
12,4.6,5.9,4.3,2.6,71.4,48.2,41.9,43.6,2.4,6.6,4.3,4.3,1026.7
15,11.6,8.5,4.5,2.8,46.3,48.5,51.9,49.8,3.2,3.6,4.1,4.1,1027.3
18,13.5,10.9,6.6,4.5,40.6,40.7,50.3,56.1,2.6,3.0,3.2,3.2,1024.6
21,12.5,11.3,7.2,5.2,46.7,42.4,52.2,57.7,2.5,3.2,4.3,4.3,1024.0
24,8.1,10.4,7.0,5.2,64.2,47.1,54.5,55.7,3.5,7.2,5.7,5.7,1025.2
27,5.9,8.4,6.6,5.3,73.4,54.9,56.5,50.4,4.0,9.3,6.5,6.5,1026.0
30,4.0,6.8,6.8,5.7,78.9,58.4,52.7,45.1,3.2,7.5,5.9,5.9,1025.7
33,2.7,5.5,7.2,6.2,85.8,68.0,48.7,38.2,2.6,6.8,4.2,4.2,1025.3
36,5.0,4.7,7.6,7.0,79.4,70.4,44.7,27.3,3.4,8.0,5.2,5.2,1026.7
39,12.5,9.3,8.2,7.6,56.2,61.0,42.2,28.2,3.4,4.4,6.7,6.7,1026.6
42,16.1,13.7,9.6,8.4,45.0,45.4,51.7,36.6,3.6,4.4,5.4,5.4,1022.5
