fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.8,12.6,9.9,8.2,73.4,44.6,40.3,36.2,3.1,6.7,10.2,10.2,1025.4
3,4.7,11.9,9.9,8.3,81.9,46.2,40.7,33.8,2.8,6.6,8.0,8.0,1026.2
6,3.5,11.1,10.0,8.3,85.1,50.1,41.9,37.3,0.9,4.1,6.2,6.2,1025.6
9,2.0,10.3,10.1,8.5,90.4,52.5,40.7,40.8,3.3,3.2,5.0,5.0,1024.1
12,3.4,10.5,10.0,8.4,89.4,51.2,40.8,44.5,5.8,6.1,2.1,2.1,1024.4
15,12.9,11.0,10.4,8.8,57.6,54.7,37.8,40.6,4.3,7.7,3.9,3.9,1024.4
18,17.0,15.1,11.5,9.9,36.5,38.7,35.6,32.4,5.6,6.0,6.9,6.9,1021.3
21,13.0,14.9,12.8,11.3,51.7,40.8,25.9,25.6,6.7,7.5,7.4,7.4,1020.9
24,9.1,13.3,13.6,12.0,65.7,46.3,24.1,25.4,8.2,9.4,7.3,7.3,1022.0
27,6.9,12.7,13.5,12.2,74.8,47.4,26.0,24.3,7.1,8.5,6.6,6.6,1022.3
30,5.7,12.1,13.8,12.9,78.3,47.6,18.6,15.9,7.5,8.7,7.5,7.5,1021.8
33,4.6,11.3,14.1,13.2,79.1,45.8,13.1,11.3,7.6,8.5,7.7,7.7,1021.2
36,5.2,10.8,14.1,13.2,75.4,44.4,11.9,9.7,7.8,9.2,6.4,6.4,1022.5
39,14.3,12.4,14.0,13.3,46.2,44.2,12.3,9.1,4.6,5.6,5.3,5.3,1023.0
42,18.5,16.8,14.3,13.7,32.1,32.3,16.9,9.5,3.4,3.6,3.0,3.0,1020.1
