fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.9,4.6,1.0,-1.0,54.6,29.6,33.3,37.1,2.0,4.5,4.8,4.8,1029.0,326,20
3,1.5,3.9,0.6,-1.2,64.6,29.7,31.2,32.2,2.3,3.9,4.5,4.5,1029.4,326,23
6,0.5,3.4,0.3,-1.3,70.7,30.1,28.1,26.1,2.2,3.8,5.7,5.7,1029.1,327,2
9,-0.0,3.0,0.2,-1.0,74.7,31.2,24.7,19.8,1.6,1.3,4.0,4.0,1028.4,327,5
12,2.1,3.0,0.6,-0.1,68.1,30.6,20.0,11.8,1.0,1.7,3.2,3.2,1028.8,327,8
15,8.0,5.1,1.3,0.8,31.8,31.7,26.1,12.1,1.3,1.8,2.0,2.0,1028.9,327,11
18,10.3,7.8,3.6,1.7,28.9,28.0,33.5,33.4,1.8,2.5,3.4,3.4,1025.7,327,14
21,7.1,8.4,4.7,3.1,47.1,29.9,33.8,31.6,2.1,3.0,4.6,4.6,1024.9,327,17
24,4.5,8.3,5.6,4.6,59.0,34.2,32.1,27.4,2.7,6.3,5.6,5.6,1025.2,327,20
27,3.5,8.1,6.6,5.7,69.7,40.3,30.2,23.6,2.5,7.3,5.9,5.9,1025.3,327,23
30,2.4,8.0,7.5,6.4,80.2,40.6,25.3,23.2,2.6,4.4,7.1,7.1,1024.4,328,2
33,1.8,8.0,8.0,6.7,83.8,38.3,27.6,32.3,2.6,4.3,6.6,6.6,1023.6,328,5
36,4.3,8.3,8.5,7.2,75.6,35.8,30.4,35.5,2.4,4.5,5.7,5.7,1024.3,328,8
39,12.7,10.3,9.3,8.1,46.2,44.5,29.9,34.3,2.8,5.8,5.7,5.7,1023.2,328,11
42,15.7,14.0,10.3,8.9,38.0,36.8,36.0,34.5,3.5,4.8,5.4,5.4,1020.1,328,14
