fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-0.5,2.7,-0.9,-2.8,64.2,39.1,44.1,46.7,4.1,5.0,5.5,5.5,1034.0
3,-1.1,2.2,-1.2,-2.9,67.4,40.4,45.2,46.6,1.8,3.0,5.7,5.7,1034.6
6,-2.0,1.7,-1.4,-2.9,72.1,41.8,45.8,46.6,1.4,1.6,4.5,4.5,1033.2
9,-3.0,1.4,-1.6,-3.1,78.6,42.9,46.0,45.0,1.6,1.9,3.3,3.3,1032.8
12,-1.9,1.2,-1.8,-3.3,76.4,43.5,45.4,44.0,1.4,1.2,1.7,1.7,1034.0
15,4.7,1.8,-1.6,-3.0,45.6,45.9,45.1,40.6,0.7,1.1,2.0,2.0,1034.4
18,6.8,3.8,-0.3,-2.2,39.0,40.4,50.1,52.4,0.9,1.5,2.0,2.0,1031.4
21,5.1,4.5,0.6,-1.4,56.3,40.2,49.9,54.5,1.2,1.8,2.3,2.3,1031.5
24,1.7,4.2,0.5,-1.4,59.6,41.7,49.7,52.2,0.6,1.3,1.0,1.0,1032.2
27,0.6,3.8,0.3,-1.4,64.1,42.8,50.0,50.4,0.9,0.4,0.5,0.5,1032.4
30,-1.0,3.4,0.1,-1.4,72.1,43.6,49.9,46.8,0.9,1.1,1.9,1.9,1032.1
33,-2.0,3.0,-0.0,-1.3,77.4,44.9,49.5,42.4,1.5,1.2,2.2,2.2,1031.5
36,-1.4,2.7,-0.2,-1.3,77.0,45.6,49.3,39.8,0.5,0.2,0.9,0.9,1033.2
39,6.3,3.4,0.1,-1.0,48.0,48.7,47.4,37.7,0.4,0.9,1.3,1.3,1032.9
42,8.8,5.9,1.8,-0.2,37.6,38.5,46.7,49.2,1.1,1.8,2.7,2.7,1030.1
