fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.2,16.2,14.0,12.8,92.2,89.8,94.2,95.3,3.0,6.5,8.6,8.6,1022.9,314,20
3,16.1,16.0,14.4,13.2,93.8,91.2,90.0,92.9,3.1,7.6,11.5,11.5,1022.2,314,23
6,15.6,15.5,14.1,13.4,94.3,90.8,88.9,90.1,1.2,4.2,8.2,8.2,1021.7,315,2
9,14.7,14.8,13.7,13.0,95.5,90.8,90.2,91.7,3.1,5.1,5.1,5.1,1021.2,315,5
12,15.2,14.3,13.6,12.7,92.9,90.9,89.1,91.5,1.7,4.8,4.1,4.1,1022.4,315,8
15,19.0,16.7,13.5,12.6,72.5,79.3,86.5,90.6,2.0,2.5,3.3,3.3,1021.9,315,11
18,21.1,19.2,15.0,13.0,62.9,66.7,81.3,88.1,1.3,1.3,1.8,1.8,1020.2,315,14
21,18.8,19.4,15.4,13.4,73.6,64.4,77.0,83.8,0.9,2.7,4.7,4.7,1020.6,315,17
24,15.9,18.1,14.9,13.0,83.7,68.4,76.4,80.6,2.4,6.8,6.5,6.5,1021.6,315,20
27,14.4,16.6,14.3,12.8,88.2,72.6,75.1,76.4,2.3,7.2,7.0,7.0,1022.3,315,23
30,13.0,15.6,14.0,12.9,92.1,75.1,72.2,71.8,1.7,5.8,6.7,6.7,1022.3,316,2
33,12.0,14.3,13.4,12.4,94.5,80.9,74.8,75.2,1.8,5.8,6.2,6.2,1022.1,316,5
36,13.7,13.8,13.2,12.4,88.8,82.1,67.9,73.5,1.8,5.3,6.9,6.9,1023.4,316,8
39,19.1,16.6,13.2,12.6,61.4,67.0,57.4,63.3,2.0,3.2,6.2,6.2,1022.5,316,11
42,21.0,19.0,14.6,12.5,51.4,53.7,66.0,72.2,2.1,2.8,3.9,3.9,1019.8,316,14
