fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.2,14.8,12.0,10.4,81.1,60.2,61.0,61.2,1.8,1.4,2.7,2.7,1025.9
3,9.7,13.4,11.8,10.2,89.4,70.1,67.7,66.1,2.3,2.8,2.8,2.8,1026.1
6,9.2,12.9,12.0,10.5,92.4,73.9,66.3,62.2,1.2,0.6,1.2,1.2,1025.5
9,7.4,12.2,12.0,10.6,96.4,74.8,61.1,64.6,1.8,3.8,0.6,0.6,1024.6
12,8.4,11.1,11.3,10.1,93.1,79.5,60.7,67.2,1.4,3.7,1.9,1.9,1025.5
15,14.8,12.1,10.8,9.8,69.0,77.1,58.2,65.2,2.0,3.6,3.5,3.5,1025.3
18,16.9,14.8,10.6,9.2,54.1,57.5,69.1,68.7,3.1,4.4,4.8,4.8,1022.7
21,13.7,14.4,10.4,8.9,64.9,56.8,67.7,67.9,2.5,6.2,6.0,6.0,1022.9
24,12.7,12.3,9.1,7.2,66.2,64.6,71.7,75.6,4.8,10.2,13.7,13.7,1024.6
27,10.5,9.5,7.2,6.8,64.1,65.4,68.0,67.3,6.2,11.8,14.9,14.9,1025.0
30,8.5,7.4,4.1,3.1,61.0,62.6,69.3,74.5,5.9,11.7,16.9,16.9,1025.6
33,6.7,6.0,3.7,2.7,57.4,56.4,70.9,76.4,5.5,11.5,14.0,14.0,1026.1
36,6.5,5.1,3.2,1.9,54.1,53.9,76.4,78.3,4.3,10.2,12.1,12.1,1028.2
39,10.1,7.1,3.0,1.6,41.4,46.6,59.9,64.1,5.4,7.9,10.2,10.2,1028.4
42,11.5,8.9,4.7,2.5,31.4,32.5,41.1,46.5,5.7,8.3,9.1,9.1,1026.4
