fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.7,8.6,6.9,5.2,68.2,55.0,46.1,48.5,0.4,0.2,3.2,3.2,1024.1
3,5.1,8.5,6.7,5.1,83.2,57.3,48.1,52.4,2.4,4.1,1.6,1.6,1025.4
6,4.1,8.7,7.2,5.9,87.3,57.2,44.2,46.1,2.2,5.4,4.1,4.1,1024.7
9,4.0,8.4,8.1,7.1,87.7,57.3,44.4,51.6,2.1,6.6,9.8,9.8,1024.0
12,7.9,7.6,7.0,6.2,74.5,64.9,60.1,55.9,4.9,10.1,12.1,12.1,1026.0
15,14.5,11.3,7.1,6.1,45.1,49.9,57.4,37.6,4.8,5.3,7.4,7.4,1026.7
18,17.0,14.2,9.9,7.7,26.8,26.1,32.1,35.9,5.2,5.8,6.4,6.4,1024.7
21,15.6,14.4,10.2,8.0,29.1,23.3,28.2,31.5,4.9,5.9,6.4,6.4,1024.4
24,8.8,13.5,9.6,7.5,52.1,25.1,29.3,32.3,3.7,4.6,5.5,5.5,1026.2
27,7.8,13.1,9.6,7.6,57.0,25.7,29.8,29.6,1.1,2.2,6.1,6.1,1027.4
30,5.7,12.8,9.9,8.6,64.1,26.9,24.0,18.7,2.6,3.1,4.5,4.5,1027.3
33,4.0,12.6,10.7,9.5,73.5,27.3,18.2,16.4,3.8,4.8,3.7,3.7,1026.7
36,8.7,12.7,11.0,9.6,62.4,25.5,18.6,18.6,3.4,4.1,3.4,3.4,1028.0
39,17.0,14.0,10.6,9.1,33.9,33.3,27.2,24.2,1.3,1.3,2.7,2.7,1027.8
42,19.4,16.8,12.5,10.3,27.4,25.7,31.6,34.5,1.3,0.6,1.1,1.1,1024.8
