fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.6,6.9,4.1,3.5,55.2,58.5,74.5,85.0,7.5,9.2,10.9,10.9,1031.3
3,7.3,5.5,2.2,1.5,49.9,52.3,62.0,71.6,7.5,9.7,12.5,12.5,1033.6
6,5.0,3.6,0.7,0.5,50.7,49.9,54.0,53.5,6.5,8.8,9.9,9.9,1033.5
9,3.1,1.4,-0.3,-0.2,48.2,48.3,40.3,31.2,5.9,8.5,8.4,8.4,1034.1
12,2.2,-0.4,-1.0,-0.9,46.7,49.8,26.2,18.4,4.5,6.5,6.8,6.8,1036.3
15,5.2,1.6,-1.0,-1.0,33.6,38.6,19.4,12.7,3.7,4.2,7.0,7.0,1035.7
18,7.1,3.8,-0.4,-1.8,26.6,29.2,36.2,26.4,4.4,4.9,5.4,5.4,1033.1
21,6.0,3.8,-0.3,-1.9,27.3,29.7,37.0,30.3,4.5,4.9,5.2,5.2,1033.5
24,5.5,3.2,-0.6,-1.3,29.6,31.9,36.1,21.4,3.0,3.3,3.3,3.3,1034.4
27,4.2,2.8,-0.7,-1.3,37.0,33.8,32.1,21.9,4.4,5.3,3.7,3.7,1034.7
30,1.3,2.2,-0.6,-1.4,53.1,34.5,26.2,23.1,3.9,4.9,3.8,3.8,1034.0
33,-0.3,1.8,-0.8,-1.8,65.8,34.4,26.0,24.8,3.1,3.9,3.8,3.8,1033.4
36,0.8,1.5,-1.0,-1.9,65.8,34.5,27.2,25.2,1.0,1.7,2.2,2.2,1034.7
39,6.5,3.0,-1.0,-2.0,31.0,34.5,38.2,27.3,0.6,0.8,0.6,0.6,1034.3
42,8.4,5.3,1.2,-0.8,26.9,28.8,35.6,38.5,1.2,0.9,0.4,0.4,1031.3
