fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,2.9,3.1,-0.4,-2.2,72.4,61.8,74.0,78.0,4.1,4.7,2.4,2.4,1028.7
3,1.1,2.5,-0.4,-2.0,81.9,64.7,72.5,75.7,3.8,5.0,2.8,2.8,1028.6
6,-0.1,2.1,-0.6,-2.2,89.1,66.9,73.6,78.2,3.3,2.6,0.8,0.8,1027.9
9,-1.1,1.6,-0.8,-1.8,92.2,68.4,74.0,65.3,2.6,3.5,4.3,4.3,1027.4
12,0.4,1.2,-0.4,-0.7,86.9,69.1,55.2,34.1,2.9,6.0,7.1,7.1,1028.5
15,6.1,3.1,0.4,-0.4,52.9,58.9,36.6,33.2,3.4,4.9,10.1,10.1,1028.2
18,8.6,6.2,2.0,-0.0,38.5,39.9,50.0,53.3,4.4,5.9,6.6,6.6,1025.3
21,5.1,6.3,2.4,0.6,53.2,39.7,47.0,43.5,3.8,6.0,6.7,6.7,1025.1
24,1.3,5.8,2.3,1.1,72.0,39.7,39.5,25.6,3.4,4.9,5.2,5.2,1026.0
27,0.1,5.5,2.4,1.4,76.4,37.5,33.7,22.2,2.7,4.4,5.8,5.8,1026.8
30,-0.9,5.1,2.7,1.9,78.0,35.4,26.8,17.4,2.6,5.4,6.5,6.5,1026.5
33,-1.1,4.9,3.4,2.4,74.6,30.6,21.8,14.9,3.1,6.8,9.5,9.5,1026.2
36,0.5,4.6,3.7,2.8,68.5,31.1,26.1,14.6,2.5,6.1,9.3,9.3,1028.3
39,8.4,5.6,4.0,3.0,42.6,40.7,25.8,15.7,2.3,5.1,10.1,10.1,1029.0
42,10.5,8.2,4.1,2.3,34.0,33.6,39.4,34.9,5.6,6.4,7.1,7.1,1026.7
