fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,20.3,21.5,18.4,16.7,82.7,70.1,78.1,83.2,1.5,1.7,1.1,1.1,1016.4
3,19.2,20.8,18.2,16.6,89.4,75.2,79.7,83.9,1.0,1.8,2.0,2.0,1017.0
6,19.1,19.9,17.9,16.6,91.3,83.0,82.2,84.6,2.3,2.6,2.8,2.8,1016.5
9,18.8,19.5,17.7,16.5,93.8,87.5,83.6,85.0,0.5,0.8,2.3,2.3,1016.3
12,20.2,19.4,17.4,16.1,88.7,88.6,84.3,86.1,1.5,2.1,3.5,3.5,1018.1
15,23.7,21.7,17.5,15.9,69.6,74.0,87.1,88.8,2.3,2.9,4.0,4.0,1018.7
18,24.4,23.0,18.6,16.6,63.5,65.6,80.0,87.4,3.3,4.2,5.0,5.0,1017.6
21,23.2,22.7,18.6,16.6,68.6,66.6,78.7,85.2,3.6,5.8,6.7,6.7,1018.0
24,20.6,21.0,17.9,16.5,79.0,74.1,77.8,75.1,3.1,7.0,9.4,9.4,1019.6
27,18.8,19.6,17.4,16.4,88.0,80.2,76.6,66.2,2.0,5.8,10.5,10.5,1021.0
30,17.8,18.4,16.8,16.5,92.8,87.2,78.0,59.5,2.5,6.1,10.3,10.3,1020.8
33,17.3,17.3,16.3,16.5,95.8,95.1,78.7,54.7,3.1,6.7,9.9,9.9,1020.7
36,19.2,17.4,15.6,16.0,88.8,96.5,94.1,66.7,4.6,6.7,11.4,11.4,1023.0
39,22.9,20.6,16.6,14.6,69.7,75.0,89.3,97.0,4.9,7.4,8.0,8.0,1022.4
42,24.9,23.2,18.9,16.9,61.7,64.2,77.6,84.8,4.8,6.4,7.7,7.7,1019.2
