fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.2,5.2,1.8,0.3,71.1,65.2,69.9,64.0,4.7,6.6,7.6,7.6,1036.8
3,5.3,4.9,1.4,-0.4,72.4,56.9,57.2,56.7,5.4,8.0,8.7,8.7,1037.7
6,5.2,4.2,0.9,-1.0,64.7,53.5,51.5,55.0,5.2,7.9,10.2,10.2,1036.5
9,3.6,2.3,-0.2,-1.8,62.2,56.3,49.3,55.7,5.1,7.6,8.6,8.6,1036.2
12,3.6,1.0,-1.0,-2.1,53.6,50.8,39.5,43.6,4.1,6.3,6.6,6.6,1037.5
15,6.7,3.0,-1.1,-1.9,38.1,41.8,48.6,34.1,2.5,3.0,4.0,4.0,1036.7
18,8.5,5.2,1.1,-1.0,35.9,38.2,47.8,51.7,2.4,2.5,2.7,2.7,1033.3
21,6.8,5.7,1.7,-0.2,48.9,39.7,49.1,52.5,1.5,1.7,1.9,1.9,1032.2
24,4.1,5.5,1.9,0.3,62.2,41.7,50.1,48.9,1.8,1.5,2.9,2.9,1032.3
27,2.8,5.3,2.1,0.8,72.5,45.0,51.1,44.5,2.2,1.4,3.3,3.3,1031.9
30,2.2,5.0,2.2,1.3,78.8,47.6,49.4,38.4,1.8,0.4,3.1,3.1,1030.9
33,1.3,4.8,2.5,2.1,84.3,49.2,44.2,29.9,1.6,0.5,2.3,2.3,1029.7
36,3.7,4.7,2.8,2.7,79.0,50.8,40.8,24.4,1.5,1.7,1.8,1.8,1030.9
39,10.0,6.8,3.4,3.5,45.8,50.1,45.2,17.3,1.3,1.3,1.4,1.4,1030.5
42,12.2,9.5,5.4,4.3,39.2,40.8,47.8,29.8,0.4,0.2,1.1,1.1,1027.5
