fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.6,17.2,15.7,14.9,90.2,86.7,83.1,82.0,7.9,6.4,11.4,11.4,1010.1,331,20
3,15.5,16.3,15.7,15.2,93.8,89.9,82.1,79.5,6.2,5.4,10.8,10.8,1010.4,331,23
6,14.9,15.6,15.6,15.2,95.1,92.1,83.0,85.4,4.8,4.6,9.6,9.6,1010.7,332,2
9,14.5,14.9,16.2,15.8,95.2,93.2,83.6,90.0,4.4,4.4,8.0,8.0,1008.7,332,5
12,15.3,15.3,16.7,16.0,90.5,89.4,82.3,90.6,3.3,3.2,6.6,6.6,1008.9,332,8
15,16.5,16.0,15.9,15.1,91.0,91.0,86.0,91.9,2.3,2.8,4.6,4.6,1009.7,332,11
18,17.5,16.9,14.0,13.4,86.3,87.8,96.8,97.9,5.1,4.9,4.8,4.8,1009.0,332,14
21,15.9,15.6,12.6,12.2,89.8,90.2,99.3,99.5,7.0,6.7,9.3,9.3,1011.1,332,17
24,13.3,12.6,10.3,11.0,89.9,91.0,99.5,99.1,7.3,8.1,10.9,10.9,1014.1,332,20
27,12.2,11.5,8.9,9.3,90.1,90.9,99.3,99.2,6.2,7.6,12.7,12.7,1016.2,332,23
30,11.8,11.0,8.2,7.8,93.2,93.1,98.7,96.2,8.1,8.2,13.5,13.5,1017.5,333,2
33,11.2,10.3,7.0,6.0,90.8,91.0,97.6,95.6,7.1,7.8,12.1,12.1,1019.2,333,5
36,10.2,9.1,5.5,4.0,84.3,83.8,88.4,86.9,8.8,10.2,14.7,14.7,1022.3,333,8
39,9.2,7.6,3.9,2.4,77.8,77.8,86.0,89.0,8.6,10.0,14.9,14.9,1025.3,333,11
42,7.9,6.1,2.3,1.4,64.5,67.8,78.5,88.3,8.4,9.6,14.2,14.2,1025.2,333,14
