fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,20.8,24.3,23.3,21.6,68.2,50.6,34.1,32.2,7.7,9.1,9.2,9.2,1019.7
3,19.4,23.3,22.9,21.1,72.0,51.8,35.3,35.9,5.9,7.9,9.4,9.4,1019.9
6,17.4,22.5,22.6,21.0,79.3,51.9,30.7,27.3,5.3,6.0,8.4,8.4,1018.9
9,16.4,21.5,22.4,21.0,81.3,53.5,28.9,23.6,7.3,8.0,9.4,9.4,1018.2
12,19.2,21.2,21.9,20.7,69.7,52.5,27.5,21.3,7.1,8.3,10.6,10.6,1019.5
15,26.6,24.6,22.2,21.1,42.8,44.2,23.4,15.8,5.3,5.7,9.8,9.8,1018.9
18,28.4,27.0,22.6,20.8,31.0,29.7,34.6,29.2,5.9,5.8,6.8,6.8,1016.3
21,23.7,26.0,22.5,21.1,48.7,35.4,34.8,27.2,6.5,6.6,7.7,7.7,1015.7
24,20.1,23.9,22.5,20.8,59.6,42.0,31.3,31.2,7.4,7.4,10.1,10.1,1016.5
27,18.2,22.7,21.8,20.0,67.8,45.6,38.6,39.0,6.7,7.0,9.5,9.5,1016.6
30,16.8,21.2,21.2,19.5,74.2,52.0,40.4,39.2,6.6,6.7,10.8,10.8,1015.7
33,15.7,20.1,20.7,19.1,80.2,56.9,41.2,38.9,6.8,6.8,10.8,10.8,1015.1
36,18.3,19.5,20.2,18.7,71.8,59.0,43.0,42.0,7.1,7.1,9.9,9.9,1015.9
39,25.5,23.7,20.2,18.8,45.8,47.3,45.6,45.0,5.3,5.2,8.9,8.9,1015.4
42,27.4,26.2,21.7,19.5,38.7,38.3,46.7,51.7,4.2,4.1,4.6,4.6,1012.3
