fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.2,13.1,9.6,7.7,59.1,39.7,44.1,47.9,1.3,3.3,3.7,3.7,1021.7
3,9.5,12.5,9.4,7.5,67.4,42.6,44.9,47.6,4.0,5.3,4.9,4.9,1023.2
6,8.5,12.0,9.3,7.5,70.8,45.6,44.1,46.3,0.9,2.3,2.7,2.7,1022.3
9,6.3,11.4,9.1,7.4,81.4,49.1,45.1,46.4,2.5,3.2,3.2,3.2,1021.4
12,10.1,10.5,8.8,7.4,71.4,56.5,46.6,44.8,3.1,4.6,4.1,4.1,1023.2
15,16.2,13.4,9.2,7.7,46.6,48.9,56.6,48.3,3.1,3.4,4.0,4.0,1023.4
18,18.5,16.1,11.7,9.6,40.8,41.2,50.7,55.9,2.7,2.6,2.9,2.9,1021.0
21,17.6,16.6,12.5,10.4,45.0,41.4,50.1,55.4,3.2,2.9,3.7,3.7,1020.1
24,11.9,15.7,12.1,10.2,66.2,43.7,50.4,54.3,3.3,5.8,5.0,5.0,1021.3
27,9.9,14.1,11.8,10.2,73.1,48.5,49.3,50.1,3.7,7.3,5.4,5.4,1022.2
30,8.0,12.2,11.8,10.2,81.0,56.3,48.4,48.8,3.4,5.9,4.1,4.1,1022.1
33,6.6,11.4,11.8,10.2,84.8,55.9,48.3,46.8,2.4,4.1,2.6,2.6,1021.8
36,10.1,11.3,11.7,10.3,70.0,49.9,46.1,41.2,2.6,5.1,3.2,3.2,1023.6
39,17.5,14.7,11.9,10.6,44.8,46.4,36.4,32.1,3.0,4.1,6.2,6.2,1023.8
42,19.9,17.7,13.4,11.3,33.0,31.5,37.3,38.1,3.4,4.2,5.6,5.6,1021.4
