fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.8,0.4,-3.1,-4.9,79.1,79.0,92.6,94.8,3.6,4.4,4.7,4.7,1035.6,353,20
3,0.6,0.0,-3.2,-4.7,82.3,74.3,83.3,80.6,5.4,7.3,5.4,5.4,1037.0,353,23
6,-1.7,-1.2,-3.5,-4.8,88.1,71.5,72.2,67.6,5.7,7.6,5.5,5.5,1036.1,354,2
9,-3.2,-4.0,-4.2,-5.4,81.7,73.6,65.5,62.0,6.3,9.9,6.5,6.5,1036.8,354,5
12,-3.6,-5.9,-5.5,-6.3,67.9,65.7,46.2,58.5,5.5,8.8,5.7,5.7,1039.2,354,8
15,-0.1,-4.0,-6.0,-6.8,42.8,50.6,27.3,41.0,4.0,4.4,6.1,6.1,1038.8,354,11
18,2.2,-1.3,-5.3,-7.2,33.1,36.4,46.5,46.7,3.1,3.3,3.7,3.7,1035.7,354,14
21,-0.3,-1.2,-5.1,-6.9,42.5,36.0,45.5,48.2,4.2,4.4,4.0,4.0,1035.8,354,17
24,-2.9,-2.3,-5.8,-7.3,53.4,35.7,43.1,43.0,5.5,6.2,4.2,4.2,1037.4,354,20
27,-4.0,-3.9,-6.7,-8.2,54.4,34.7,40.9,42.5,5.9,7.6,5.9,5.9,1038.9,354,23
30,-5.1,-5.3,-7.5,-8.9,49.9,31.7,36.5,38.1,5.3,8.3,6.5,6.5,1039.8,355,2
33,-6.1,-6.6,-8.7,-10.0,44.3,26.3,27.5,33.1,4.8,8.7,7.2,7.2,1039.9,355,5
36,-5.7,-7.7,-9.9,-11.1,35.2,26.2,25.6,30.5,4.2,7.9,9.3,9.3,1042.0,355,8
39,-2.0,-6.2,-10.2,-11.9,20.9,25.4,33.6,36.5,3.9,4.5,5.5,5.5,1042.8,355,11
42,-0.7,-4.5,-8.5,-10.5,23.0,24.7,32.8,38.4,4.9,5.7,6.0,6.0,1040.7,355,14
