fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.2,16.2,13.4,11.8,85.9,73.5,77.8,80.6,1.2,1.6,5.4,5.4,1010.2,86,20
3,12.3,15.0,13.6,12.3,93.2,81.0,76.2,76.7,2.0,3.6,4.1,4.1,1010.2,86,23
6,11.3,13.7,14.2,12.9,95.1,87.9,71.6,72.4,2.3,3.5,6.7,6.7,1009.5,87,2
9,10.4,13.0,14.8,13.7,95.8,90.2,67.0,64.4,2.3,3.0,7.1,7.1,1008.6,87,5
12,14.0,13.5,15.4,14.5,88.1,89.3,59.5,53.5,1.7,2.5,5.4,5.4,1010.0,87,8
15,20.8,19.4,16.2,15.7,61.9,63.4,56.8,41.3,3.5,4.2,4.8,4.8,1010.2,87,11
18,23.7,22.8,18.4,16.5,48.2,46.2,54.4,54.2,4.2,4.8,6.0,6.0,1007.7,87,14
21,22.5,22.9,19.3,17.6,59.4,53.7,52.5,49.3,3.1,3.9,5.9,5.9,1006.8,87,17
24,16.9,18.9,19.5,18.1,80.3,72.4,48.3,43.7,3.6,5.6,5.9,5.9,1007.9,87,20
27,14.6,17.0,19.4,18.0,87.6,78.7,45.6,41.1,2.9,5.0,6.8,6.8,1008.7,87,23
30,12.7,16.0,18.8,17.7,91.7,83.4,44.8,37.7,2.3,3.8,5.8,5.8,1007.8,88,2
33,11.3,14.6,17.7,16.7,95.1,89.7,50.1,43.4,2.4,3.6,6.7,6.7,1007.3,88,5
36,15.3,14.9,16.6,15.5,87.0,88.3,61.1,56.8,3.2,4.1,8.2,8.2,1008.7,88,8
39,21.9,20.7,16.6,15.1,63.8,64.2,74.2,70.6,4.5,5.0,8.3,8.3,1007.6,88,11
42,23.8,23.0,18.9,16.8,55.7,54.1,64.0,70.5,4.0,3.7,5.9,5.9,1004.2,88,14
