fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.8,7.6,4.7,3.5,58.4,35.0,25.7,21.8,6.5,7.1,5.2,5.2,1028.7
3,2.1,5.8,3.6,2.5,69.7,45.6,31.2,24.3,5.8,8.0,6.2,6.2,1030.5
6,0.4,4.6,2.5,1.3,80.4,50.4,43.4,32.1,5.4,6.9,5.5,5.5,1031.2
9,-0.4,2.9,1.8,0.2,83.6,54.9,49.4,44.6,6.1,8.2,7.2,7.2,1031.4
12,-0.2,-0.5,0.7,-0.6,80.5,75.3,51.4,47.1,6.7,9.9,6.6,6.6,1033.9
15,4.7,1.1,-1.2,-1.8,57.4,69.3,61.9,48.6,5.3,6.5,9.5,9.5,1035.1
18,6.4,3.2,-1.0,-3.0,41.3,47.5,60.1,63.1,5.0,5.6,6.2,6.2,1033.5
21,3.6,2.5,-1.5,-3.6,47.5,46.0,56.6,63.0,5.9,7.3,7.8,7.8,1034.4
24,0.7,1.0,-2.8,-4.8,61.8,50.0,59.7,64.3,5.9,9.1,9.2,9.2,1035.7
27,-0.6,0.3,-3.3,-5.3,68.3,49.6,57.5,64.0,4.1,7.4,8.7,8.7,1036.5
30,-1.8,-0.4,-3.7,-5.6,75.4,52.7,56.5,62.4,3.0,5.7,6.0,6.0,1036.0
33,-2.0,-0.9,-4.0,-5.7,77.0,54.0,57.4,59.8,2.2,4.8,6.0,6.0,1034.9
36,-1.4,-1.5,-4.1,-5.3,74.6,57.8,55.1,51.5,2.8,5.6,4.9,4.9,1035.5
39,3.3,-0.2,-4.0,-5.2,47.2,55.3,61.9,53.3,2.1,3.1,4.7,4.7,1034.7
42,4.7,1.9,-2.2,-4.3,41.5,46.6,59.6,66.5,1.4,1.7,2.0,2.0,1030.8
