fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.0,18.8,15.7,14.1,88.0,81.4,89.1,92.5,1.8,2.2,3.9,3.9,1012.4,309,20
3,17.3,17.7,15.4,13.9,91.6,87.8,91.5,93.1,1.7,3.9,4.6,4.6,1013.0,309,23
6,16.6,16.7,15.3,14.1,95.7,94.8,92.1,90.8,1.9,3.8,3.0,3.0,1012.5,310,2
9,16.3,16.1,15.0,13.8,97.2,98.4,94.3,91.2,2.7,4.4,3.4,3.4,1012.7,310,5
12,17.1,16.2,14.5,13.5,93.1,96.9,95.4,90.2,3.6,4.8,5.5,5.5,1014.7,310,8
15,19.8,18.3,14.7,13.4,78.6,82.6,94.9,94.4,2.8,3.6,3.8,3.8,1015.2,310,11
18,21.0,19.8,15.7,14.2,72.8,75.0,89.9,93.9,2.8,3.9,4.5,4.5,1013.7,310,14
21,19.3,19.0,15.6,14.2,83.9,81.8,92.2,95.5,1.7,3.8,6.2,6.2,1014.9,310,17
24,18.1,18.1,15.5,14.2,88.4,84.8,87.4,90.9,2.5,5.7,9.4,9.4,1016.3,310,20
27,17.3,17.4,15.3,13.8,87.4,83.3,84.2,89.4,2.6,6.3,12.0,12.0,1017.0,310,23
30,16.8,16.6,15.0,13.7,87.3,85.9,83.2,86.0,3.1,6.6,10.9,10.9,1016.6,311,2
33,16.3,16.0,14.4,13.5,91.3,90.6,92.3,88.0,2.9,5.9,10.3,10.3,1016.0,311,5
36,12.4,11.0,9.3,9.9,89.6,93.1,96.9,97.5,7.7,11.9,14.5,14.5,1019.7,311,8
39,9.1,7.3,4.0,5.7,83.8,88.1,97.1,94.3,9.0,13.8,20.1,20.1,1022.3,311,11
42,7.1,5.5,1.7,1.6,85.3,88.7,98.2,93.9,8.3,12.7,20.2,20.2,1022.5,311,14
