fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.6,16.6,14.7,13.1,79.5,72.2,72.3,77.6,4.2,8.0,8.3,8.3,1016.0
3,14.5,15.0,14.7,13.6,82.2,78.2,69.3,72.5,6.4,8.9,13.2,13.2,1015.0
6,13.3,13.9,15.6,14.5,87.3,83.3,67.4,70.9,6.8,8.0,11.8,11.8,1013.2
9,12.7,13.4,15.9,14.8,91.6,87.7,69.1,73.1,5.9,6.7,10.7,10.7,1012.2
12,14.0,13.8,16.1,15.3,86.5,86.3,68.2,72.0,5.8,6.5,10.4,10.4,1011.8
15,19.4,18.2,16.6,15.7,68.3,71.0,68.9,72.7,5.9,5.8,10.1,10.1,1011.4
18,20.9,20.2,16.2,14.9,66.0,66.8,79.0,82.6,6.5,5.9,10.1,10.1,1009.0
21,18.7,19.1,16.1,14.7,77.2,74.3,81.7,85.4,6.2,5.2,10.4,10.4,1009.0
24,16.8,17.5,15.9,15.0,86.4,81.9,82.2,82.6,6.6,5.4,10.3,10.3,1009.8
27,15.6,16.6,16.1,15.2,91.4,85.8,80.4,82.1,4.7,4.4,9.2,9.2,1010.4
30,15.1,16.0,16.2,15.5,92.6,87.7,82.2,87.4,5.0,4.7,9.9,9.9,1010.2
33,14.7,15.3,16.2,15.5,93.6,90.2,85.0,90.2,4.9,4.6,7.8,7.8,1009.4
36,15.9,15.8,16.7,15.8,87.5,86.9,86.5,93.8,4.1,4.1,7.3,7.3,1010.1
39,16.8,16.6,17.0,16.0,91.8,89.2,86.3,92.5,3.3,3.4,5.9,5.9,1009.8
42,18.0,17.5,15.8,15.0,89.0,89.6,91.9,96.0,2.9,2.9,1.0,1.0,1008.9
