fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.9,8.1,5.5,4.2,77.7,58.9,61.2,55.8,1.2,1.0,2.9,2.9,1024.9,15,20
3,4.6,7.9,5.3,4.0,80.4,59.9,64.1,57.5,1.5,1.1,4.5,4.5,1026.5,15,23
6,4.4,7.2,4.7,3.4,82.6,62.9,67.6,62.0,1.4,3.3,5.0,5.0,1027.4,16,2
9,2.4,5.7,3.9,2.9,88.9,69.3,71.8,61.3,2.1,5.8,4.1,4.1,1026.8,16,5
12,2.3,4.0,3.1,2.4,90.5,76.8,74.6,63.8,2.0,6.7,4.5,4.5,1029.2,16,8
15,8.3,5.2,2.9,2.2,64.9,74.5,74.6,66.5,2.5,4.5,4.9,4.9,1029.9,16,11
18,10.8,8.1,3.9,2.1,55.2,60.8,76.0,77.9,2.1,3.4,3.8,3.8,1027.1,16,14
21,8.9,8.3,4.3,2.7,63.6,58.9,72.2,67.5,1.8,4.3,4.4,4.4,1027.9,16,17
24,5.8,7.5,4.2,3.9,74.3,60.0,68.6,41.2,2.5,7.2,6.4,6.4,1028.6,16,20
27,4.7,6.6,4.6,4.6,77.6,63.4,62.7,35.9,2.1,7.6,7.3,7.3,1028.5,16,23
30,3.6,5.5,5.4,5.3,84.6,70.1,52.8,31.7,2.0,6.3,5.8,5.8,1027.7,17,2
33,2.8,4.9,6.2,6.1,90.0,75.0,46.1,25.0,1.9,4.9,1.7,1.7,1027.5,17,5
36,3.0,4.7,6.1,5.9,90.5,77.3,45.9,25.5,2.2,4.8,1.3,1.3,1029.3,17,8
39,8.2,5.4,6.0,5.9,70.3,78.3,44.4,23.5,1.0,2.4,2.1,2.1,1029.9,17,11
42,11.1,8.6,5.4,5.2,58.1,63.7,59.3,31.9,0.9,1.7,3.6,3.6,1027.5,17,14
