fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,19.9,21.2,18.1,17.1,81.2,71.3,76.4,66.1,2.5,5.7,3.4,3.4,1018.0
3,18.9,19.6,17.8,16.8,82.4,75.3,74.9,66.1,2.1,5.6,5.1,5.1,1018.7
6,18.0,18.4,17.4,16.4,83.3,78.5,74.2,66.6,3.3,5.4,6.5,6.5,1018.2
9,17.4,17.5,17.8,16.9,80.5,77.7,66.4,58.7,3.0,5.7,4.4,4.4,1017.5
12,18.1,17.1,17.8,16.7,76.5,77.1,61.8,55.1,2.8,5.7,6.3,6.3,1019.1
15,23.0,20.6,18.2,17.1,61.4,66.4,56.9,48.0,3.2,3.8,6.8,6.8,1019.1
18,25.4,23.7,19.3,17.3,47.2,48.4,57.9,60.3,3.1,3.4,3.7,3.7,1016.7
21,22.6,23.4,19.5,17.5,59.2,47.7,54.9,59.0,2.1,4.1,3.8,3.8,1016.7
24,19.3,20.8,18.8,17.2,64.2,53.1,54.5,58.2,3.8,7.7,4.6,4.6,1018.1
27,17.4,18.5,18.6,17.2,67.7,59.4,53.9,58.2,3.4,6.7,4.2,4.2,1018.8
30,16.4,17.4,18.4,17.0,72.3,64.0,56.4,57.5,2.2,4.6,2.2,2.2,1018.9
33,15.2,16.7,18.2,16.8,76.4,64.9,57.9,56.6,2.1,4.5,1.6,1.6,1018.4
36,16.7,16.3,18.1,16.7,72.4,65.9,57.2,53.2,2.3,4.1,1.1,1.1,1020.1
39,22.8,20.5,18.3,17.0,56.1,59.9,55.1,48.9,1.6,2.1,0.9,0.9,1019.9
42,25.3,23.5,19.2,17.1,46.0,47.0,55.9,59.1,1.6,1.9,1.5,1.5,1017.3
