fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.3,14.2,11.9,10.5,57.4,37.4,35.4,37.4,6.6,7.5,5.8,5.8,1025.9
3,8.4,13.9,12.3,10.7,69.0,40.9,35.9,38.7,6.2,7.9,6.8,6.8,1026.2
6,6.5,13.5,12.7,10.9,78.7,43.0,37.1,41.2,2.2,4.6,5.5,5.5,1025.7
9,5.5,12.8,12.6,10.9,83.0,45.2,38.5,41.9,1.1,3.1,6.2,6.2,1025.1
12,8.3,12.5,12.5,10.9,74.7,45.0,39.0,40.9,1.7,3.5,5.5,5.5,1026.5
15,17.6,14.7,12.8,11.2,45.5,47.8,38.7,39.4,1.8,2.1,6.3,6.3,1027.2
18,21.0,18.6,14.3,12.2,28.7,29.0,34.1,37.4,2.7,2.8,4.4,4.4,1024.4
21,19.2,19.0,15.0,13.0,37.5,27.6,31.8,34.6,6.2,6.8,4.2,4.2,1022.8
24,13.2,17.5,14.5,12.5,52.1,32.9,33.4,36.8,6.6,9.1,9.2,9.2,1024.5
27,11.0,16.5,14.5,12.5,62.9,38.0,34.4,37.8,4.9,7.2,5.2,5.2,1025.0
30,8.5,15.7,14.4,12.5,76.1,42.3,37.7,39.7,2.4,4.6,4.7,4.7,1024.5
33,7.3,14.8,14.3,12.5,82.0,45.6,38.1,39.4,1.9,3.0,5.0,5.0,1024.0
36,10.3,14.9,14.1,12.4,73.7,43.6,38.8,41.3,1.8,3.1,5.4,5.4,1025.3
39,19.7,17.0,14.6,12.8,43.5,44.8,36.6,39.1,1.9,2.2,4.8,4.8,1025.0
42,22.8,20.6,16.2,14.0,28.6,28.2,34.1,37.9,1.3,1.3,2.4,2.4,1022.0
