fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,12.0,12.0,9.2,8.0,73.5,67.9,77.3,80.7,2.5,6.3,7.7,7.7,1025.3,329,20
3,11.7,11.5,9.8,8.7,75.8,72.4,78.3,82.0,2.5,6.9,10.4,10.4,1023.4,329,23
6,11.6,11.1,9.9,9.2,80.0,78.3,82.3,83.8,2.5,6.2,9.8,9.8,1021.8,330,2
9,11.1,10.6,9.3,8.8,93.9,88.5,90.6,90.0,1.4,3.9,6.0,6.0,1021.1,330,5
12,11.1,10.2,8.4,7.8,95.5,93.0,96.4,96.5,3.2,2.6,1.9,1.9,1022.1,330,8
15,11.1,9.6,7.0,6.1,94.6,96.6,97.1,97.5,5.3,8.8,10.7,10.7,1023.2,330,11
18,11.3,9.5,5.7,4.5,78.1,84.0,94.9,92.1,7.6,9.9,12.5,12.5,1022.4,330,14
21,10.5,9.2,5.3,3.5,74.6,77.7,91.1,96.3,5.8,9.7,13.2,13.2,1024.3,330,17
24,9.6,8.5,4.7,2.7,69.9,71.8,84.3,89.6,8.0,11.9,16.2,16.2,1026.4,330,20
27,8.0,7.4,4.7,3.4,68.7,66.1,61.3,56.9,5.2,9.2,14.2,14.2,1027.8,330,23
30,7.4,6.6,3.4,1.9,44.2,41.4,34.8,30.8,7.9,12.7,18.2,18.2,1028.5,331,2
33,5.5,4.7,1.6,0.3,34.3,31.1,29.5,28.2,7.2,10.8,15.3,15.3,1028.9,331,5
36,4.3,3.0,0.3,-1.2,42.0,32.9,27.4,27.6,4.6,8.4,10.8,10.8,1030.2,331,8
39,7.8,4.6,0.4,-1.7,27.5,28.8,35.8,38.4,4.0,5.4,6.2,6.2,1030.3,331,11
42,9.1,6.4,2.2,0.1,26.3,26.9,33.7,37.9,3.9,5.4,6.1,6.1,1026.7,331,14
