fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.2,5.1,2.7,2.2,94.4,96.9,98.6,97.8,4.1,7.6,7.9,7.9,1022.4
3,5.1,3.8,2.1,2.0,94.9,97.3,97.9,96.1,4.8,8.8,8.9,8.9,1023.5
6,4.2,2.9,1.5,1.2,92.9,97.2,97.8,97.8,5.0,9.0,10.4,10.4,1023.7
9,3.8,2.6,1.6,0.9,93.0,97.4,97.1,98.1,3.7,7.3,9.0,9.0,1023.1
12,4.2,2.6,1.9,1.3,89.5,95.6,98.6,98.4,4.3,8.2,8.6,8.6,1025.0
15,6.4,4.1,2.2,2.2,78.2,87.8,98.8,96.9,4.1,5.9,8.3,8.3,1026.1
18,7.7,5.8,2.4,2.5,75.9,83.3,99.0,98.3,3.3,4.7,6.0,6.0,1024.0
21,7.8,6.4,3.2,2.7,79.2,83.9,98.6,97.6,3.1,4.9,5.8,5.8,1024.7
24,6.5,6.5,3.8,2.9,88.2,86.3,95.0,91.5,1.7,4.6,7.1,7.1,1025.4
27,5.7,6.6,4.0,2.9,92.3,85.3,86.7,87.4,1.5,5.2,7.7,7.7,1025.9
30,5.0,5.6,3.8,2.7,93.2,85.4,86.2,88.9,2.4,6.5,7.7,7.7,1025.7
33,3.8,3.9,3.4,2.5,92.6,87.3,75.9,81.1,2.8,7.6,7.8,7.8,1024.8
36,3.6,2.8,3.3,2.6,88.2,87.0,76.0,74.5,3.4,8.2,8.1,8.1,1025.8
39,7.5,5.0,3.7,2.9,65.2,73.1,67.6,71.9,3.1,4.8,6.5,6.5,1025.7
42,8.9,7.1,3.5,2.8,60.0,64.5,76.9,76.7,1.2,2.4,3.4,3.4,1022.8
