fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.5,6.7,3.1,1.4,77.7,67.2,80.3,87.2,0.8,1.5,2.7,2.7,1025.4
3,6.0,6.5,3.0,1.4,80.1,68.3,80.1,85.5,1.3,3.2,3.0,3.0,1026.8
6,5.2,5.7,2.8,1.2,84.7,74.1,80.6,84.8,1.4,3.4,3.0,3.0,1025.4
9,4.2,4.1,2.4,0.9,89.6,85.9,83.7,88.5,2.7,6.2,2.8,2.8,1025.4
12,4.2,2.6,1.9,0.5,88.0,93.9,87.7,91.7,3.0,7.0,3.5,3.5,1026.6
15,6.9,4.4,1.2,0.4,73.4,82.0,94.2,92.9,2.9,4.5,3.5,3.5,1026.8
18,8.3,6.2,2.2,0.5,66.9,71.7,88.2,94.5,1.9,2.9,2.9,2.9,1023.8
21,7.9,6.6,2.6,0.8,67.2,70.0,86.2,92.7,2.7,4.1,4.0,4.0,1023.2
24,6.0,5.7,2.7,1.0,76.8,74.3,82.3,85.8,3.0,7.0,5.0,5.0,1023.9
27,4.5,4.7,2.6,0.8,83.9,78.7,78.1,81.2,2.3,6.6,6.2,6.2,1024.3
30,3.3,3.8,2.3,0.5,88.4,82.0,76.6,79.4,3.2,7.5,5.2,5.2,1024.0
33,2.4,2.3,1.5,0.0,90.0,87.8,83.1,83.7,3.2,7.9,6.7,6.7,1024.3
36,2.7,1.4,1.3,-0.4,86.8,90.0,82.2,83.5,3.3,8.3,8.1,8.1,1025.9
39,7.2,4.3,1.0,-0.5,66.7,75.2,80.1,80.1,3.3,5.1,8.5,8.5,1025.8
42,8.6,6.4,2.2,0.2,55.4,58.8,73.4,81.5,4.6,6.5,6.9,6.9,1023.7
