fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.9,2.9,-0.8,-2.6,59.0,57.1,69.6,73.6,3.7,7.6,7.9,7.9,1034.6,52,20
3,3.0,2.0,-1.0,-2.3,63.2,61.2,69.5,72.2,3.4,8.6,8.7,8.7,1034.2,52,23
6,1.8,0.7,-1.4,-2.4,70.0,70.6,73.8,73.7,3.7,9.0,8.7,8.7,1032.8,53,2
9,1.0,-0.0,-1.3,-1.9,76.0,77.1,75.5,67.2,3.0,8.2,7.9,7.9,1031.2,53,5
12,2.0,-0.0,-1.2,-1.8,73.4,80.1,75.4,65.6,2.5,6.5,6.6,6.6,1032.5,53,8
15,4.9,1.8,-1.0,-1.7,64.5,74.9,74.9,62.9,2.3,3.5,4.6,4.6,1031.6,53,11
18,5.6,3.1,-0.8,-1.9,61.6,68.8,83.4,67.3,3.2,3.7,4.0,4.0,1029.0,53,14
21,5.8,3.8,-0.2,-1.5,58.8,64.1,80.1,68.6,2.7,3.6,3.9,3.9,1027.6,53,17
24,2.6,3.5,0.2,-0.8,77.1,65.5,76.0,65.2,2.9,4.1,3.6,3.6,1028.1,53,20
27,1.2,3.1,0.7,0.8,84.8,67.4,72.3,47.0,2.6,5.7,4.0,4.0,1026.9,53,23
30,0.2,2.8,1.0,1.0,89.5,69.5,70.9,50.1,1.8,4.5,2.3,2.3,1026.3,54,2
33,0.5,2.2,1.1,0.7,88.1,73.3,71.0,54.6,2.5,5.8,2.1,2.1,1025.1,54,5
36,2.1,1.6,1.0,0.4,82.1,79.4,72.8,60.6,2.1,6.3,3.8,3.8,1026.5,54,8
39,4.9,2.8,1.3,0.7,73.2,80.3,74.1,58.8,1.0,2.9,3.4,3.4,1026.4,54,11
42,5.4,3.7,1.1,0.5,77.9,82.4,79.2,69.7,1.3,1.8,2.9,2.9,1023.9,54,14
