fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.3,13.6,10.9,9.0,47.5,27.0,27.7,30.5,2.6,5.8,9.3,9.3,1019.8,340,20
3,7.4,13.3,11.7,10.2,52.8,30.9,33.3,32.7,5.0,6.8,9.3,9.3,1019.4,340,23
6,7.0,11.7,12.8,11.6,59.8,40.8,25.3,22.4,6.4,7.2,7.1,7.1,1018.5,341,2
9,6.4,10.8,13.7,12.6,68.1,47.0,25.4,25.9,5.8,6.5,7.8,7.8,1016.9,341,5
12,8.3,10.3,14.4,13.4,63.5,51.9,27.0,27.9,6.8,7.6,7.7,7.7,1017.3,341,8
15,16.9,15.0,15.5,14.6,43.8,46.9,27.7,26.0,4.4,5.1,8.8,8.8,1016.5,341,11
18,20.9,19.7,16.4,15.6,36.2,37.3,33.6,26.3,5.4,5.7,7.4,7.4,1013.3,341,14
21,16.8,18.4,17.1,15.9,48.6,42.9,34.0,30.3,9.7,8.8,9.4,9.4,1013.0,341,17
24,13.7,15.5,17.1,16.5,58.7,51.4,28.9,20.6,9.9,9.6,9.0,9.0,1014.1,341,20
27,12.1,14.1,17.0,16.9,65.7,57.2,29.3,20.0,9.8,9.5,10.3,10.3,1013.9,341,23
30,11.2,13.7,16.7,16.3,69.3,57.8,29.8,21.0,8.5,8.4,10.2,10.2,1013.6,342,2
33,10.0,12.9,16.5,16.1,72.6,59.2,25.5,16.7,8.0,7.6,7.8,7.8,1013.1,342,5
36,10.8,12.5,16.9,16.6,68.0,58.2,19.3,11.6,7.6,7.6,6.7,6.7,1014.2,342,8
39,18.7,17.1,17.3,16.8,43.8,45.8,17.6,11.6,5.8,5.9,8.2,8.2,1014.1,342,11
42,21.9,21.0,17.9,17.3,31.7,31.7,22.6,14.1,5.9,5.9,8.6,8.6,1011.8,342,14
