fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,11.8,10.8,7.6,7.9,40.9,41.4,47.1,51.6,6.7,10.4,13.2,13.2,1023.9,74,20
3,9.6,8.5,6.1,7.9,35.4,35.5,33.3,39.7,5.5,10.4,14.7,14.7,1026.3,74,23
6,7.8,6.6,5.1,7.1,38.7,39.4,32.8,39.0,5.0,10.3,16.2,16.2,1026.7,75,2
9,7.1,5.8,3.9,6.2,43.6,45.1,37.6,40.3,4.7,9.5,16.8,16.8,1026.5,75,5
12,8.0,5.7,3.6,5.0,44.9,49.7,38.4,36.6,5.7,9.7,17.9,17.9,1028.0,75,8
15,13.2,9.6,5.3,6.5,34.4,40.4,47.9,43.9,5.4,8.3,13.1,13.1,1026.1,75,11
18,16.5,13.9,9.5,7.3,31.8,35.4,44.8,50.9,6.7,9.9,11.5,11.5,1022.3,75,14
21,15.5,14.2,10.1,8.1,37.6,39.0,47.9,53.6,5.8,10.3,13.5,13.5,1021.1,75,17
24,13.0,11.9,8.1,6.4,40.0,41.5,50.2,56.4,8.4,13.9,18.2,18.2,1021.3,75,20
27,8.2,7.1,3.9,2.9,67.4,64.5,66.1,64.8,7.3,11.7,17.7,17.7,1023.8,75,23
30,6.2,5.2,2.6,2.7,84.7,78.3,74.5,73.8,6.7,12.4,19.0,19.0,1023.0,76,2
33,5.9,4.8,2.1,1.9,85.7,84.5,87.3,86.0,5.5,8.7,13.9,13.9,1022.3,76,5
36,6.2,4.8,1.6,0.8,87.1,87.8,94.7,96.4,5.8,8.1,12.2,12.2,1024.1,76,8
39,7.0,5.1,1.8,0.9,82.5,88.1,97.2,98.2,6.6,8.0,9.9,9.9,1024.7,76,11
42,8.0,6.0,2.1,1.0,75.2,82.1,99.2,99.5,6.1,7.2,7.2,7.2,1023.1,76,14
