fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.5,17.6,14.7,12.9,83.8,68.4,75.0,80.5,1.2,1.4,0.5,0.5,1016.3
3,14.6,17.0,14.3,12.5,87.3,71.3,77.0,82.9,0.2,0.6,1.2,1.2,1017.6
6,13.3,16.5,14.1,12.3,91.6,74.0,77.4,82.7,0.8,0.9,2.8,2.8,1017.7
9,11.5,15.5,13.6,11.8,96.7,78.9,80.1,85.5,1.5,1.7,3.1,3.1,1017.9
12,12.3,14.6,13.0,11.3,95.8,82.9,83.3,88.1,1.7,1.7,1.2,1.2,1019.3
15,18.5,16.4,12.9,11.2,72.0,77.5,84.7,88.9,1.2,1.7,2.3,2.3,1019.5
18,20.2,18.7,14.4,12.3,60.0,61.9,75.1,82.4,3.3,3.5,4.1,4.1,1016.6
21,17.7,18.4,14.6,12.5,70.0,63.3,73.2,80.1,3.0,5.4,6.4,6.4,1016.2
24,15.4,16.3,14.1,12.3,75.2,68.6,69.8,76.1,4.9,9.0,9.6,9.6,1016.2
27,14.1,14.5,13.9,12.8,79.8,75.8,70.3,73.0,5.4,8.9,13.7,13.7,1015.5
30,13.1,13.6,14.8,14.0,86.5,83.0,69.2,71.2,6.3,8.3,12.5,12.5,1014.1
33,12.3,12.8,15.1,14.3,92.1,89.0,68.7,71.7,6.0,7.3,10.5,10.5,1012.7
36,13.3,13.0,15.6,14.8,88.4,88.5,69.6,73.2,5.5,6.5,9.6,9.6,1012.9
39,18.7,17.4,16.2,15.2,69.8,72.8,70.1,75.4,5.2,5.0,9.9,9.9,1012.2
42,21.3,20.6,16.5,15.2,64.2,64.6,77.5,80.3,5.5,5.1,9.9,9.9,1009.2
