fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.0,6.5,5.6,5.6,89.1,66.8,48.0,38.2,4.7,4.2,1.4,1.4,1029.3
3,1.0,5.8,5.3,5.6,93.6,69.5,52.6,38.6,4.1,3.7,1.6,1.6,1029.5
6,-0.2,5.3,5.4,6.1,95.3,71.4,51.7,37.6,3.6,2.9,1.1,1.1,1028.9
9,-1.0,4.8,5.3,6.1,95.7,73.4,51.7,39.7,3.2,3.0,0.3,0.3,1028.7
12,0.0,4.5,5.5,6.0,94.8,74.0,48.9,42.2,2.3,3.0,1.5,1.5,1030.0
15,7.8,5.1,6.3,6.4,68.6,74.6,42.7,41.9,0.2,1.4,2.7,2.7,1030.3
18,11.4,8.9,6.7,6.9,56.0,61.4,46.7,39.1,0.9,1.4,2.6,2.6,1027.7
21,8.0,9.5,6.8,7.2,72.7,59.2,52.3,38.6,2.9,3.5,3.1,3.1,1027.7
24,4.8,8.8,6.5,6.9,84.1,60.2,58.2,39.8,3.9,5.7,4.4,4.4,1028.6
27,3.6,7.5,6.4,6.7,88.8,65.9,58.7,41.0,2.5,7.7,4.9,4.9,1028.9
30,2.5,6.2,7.1,7.6,93.4,76.3,52.5,37.7,1.9,7.0,4.2,4.2,1028.0
33,1.5,4.8,7.3,7.7,96.7,89.3,51.8,38.7,2.1,5.6,4.3,4.3,1026.7
36,3.0,3.3,8.3,8.3,97.4,96.8,48.5,39.0,2.8,5.6,5.1,5.1,1027.6
39,6.6,4.3,9.5,9.6,85.7,96.8,47.3,40.0,1.6,2.6,3.7,3.7,1026.8
42,10.3,8.1,9.7,9.8,72.5,80.6,51.5,45.3,1.4,2.0,3.0,3.0,1022.9
