fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,7.7,11.8,8.3,6.3,56.8,30.2,33.2,36.1,6.6,7.6,8.0,8.0,1027.2,321,20
3,5.7,10.4,7.5,5.9,64.3,29.0,25.9,23.6,4.7,5.8,6.7,6.7,1028.7,321,23
6,5.0,9.9,7.5,6.0,67.9,27.5,17.3,16.5,1.6,2.2,4.8,4.8,1028.4,322,2
9,4.3,9.6,7.0,5.4,70.0,26.5,16.9,16.6,0.8,1.0,3.3,3.3,1028.6,322,5
12,5.6,9.1,6.5,5.2,69.6,25.9,16.4,17.6,1.9,2.4,1.8,1.8,1029.3,322,8
15,13.0,10.1,6.8,5.9,31.1,30.6,19.2,20.8,3.4,3.5,1.5,1.5,1029.5,322,11
18,14.8,12.4,8.2,6.6,28.3,27.0,31.9,30.1,4.1,4.2,4.3,4.3,1026.1,322,14
21,10.8,12.5,9.6,8.7,44.4,28.8,28.6,25.4,4.8,5.8,5.1,5.1,1025.0,322,17
24,8.3,12.1,10.9,9.8,50.5,30.9,27.3,29.2,7.1,8.6,5.6,5.6,1024.4,322,20
27,7.6,12.1,11.6,10.4,54.8,32.8,30.6,31.2,6.8,8.2,5.6,5.6,1023.9,322,23
30,6.4,11.6,12.2,11.2,61.1,35.4,28.8,27.8,6.3,8.0,5.0,5.0,1022.8,323,2
33,5.5,11.3,12.8,11.8,66.2,37.8,25.5,25.9,5.6,6.3,4.1,4.1,1021.5,323,5
36,7.9,11.4,13.1,12.1,62.4,38.9,25.4,27.5,4.8,6.1,3.8,3.8,1022.5,323,8
39,16.3,13.9,13.7,12.6,44.7,44.3,26.3,30.5,2.8,4.1,4.4,4.4,1022.1,323,11
42,19.5,17.8,14.2,12.9,37.1,36.3,36.0,37.9,1.8,2.3,3.8,3.8,1019.7,323,14
