fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.8,16.9,13.7,11.7,65.3,42.9,46.4,49.1,2.8,7.8,7.5,7.5,1023.7
3,11.0,15.0,12.9,11.2,75.6,52.8,50.8,48.8,2.0,6.3,7.5,7.5,1024.7
6,11.0,13.8,12.3,10.8,77.3,61.1,59.1,52.5,1.7,6.4,7.2,7.2,1024.3
9,11.5,12.5,12.0,10.8,77.5,70.3,59.2,45.0,1.8,5.8,6.0,6.0,1023.5
12,12.0,12.0,11.6,10.6,79.1,76.8,60.4,41.4,2.4,5.7,6.3,6.3,1024.1
15,15.6,13.5,11.4,10.6,69.9,75.9,65.3,43.2,1.4,2.3,5.1,5.1,1024.0
18,17.3,15.5,11.6,10.4,62.3,65.9,74.4,56.6,0.8,1.6,2.8,2.8,1021.1
21,15.4,15.4,11.8,10.5,72.6,66.4,71.9,60.6,1.3,3.3,3.8,3.8,1021.4
24,13.2,14.7,11.8,11.1,81.8,69.0,66.5,46.4,1.7,4.9,4.2,4.2,1021.6
27,11.0,13.9,11.9,11.2,90.4,73.3,62.7,45.1,2.2,4.0,4.2,4.2,1021.3
30,9.9,13.2,11.9,11.4,92.7,78.2,64.9,41.1,0.3,1.9,3.4,3.4,1020.4
33,8.8,12.4,11.8,11.4,96.3,82.3,67.3,41.7,1.1,0.1,2.1,2.1,1019.6
36,9.8,11.8,11.9,11.5,95.3,86.2,64.8,39.4,1.4,1.6,3.0,3.0,1020.1
39,16.3,14.1,12.0,11.4,72.0,78.8,67.2,46.0,1.7,2.1,3.7,3.7,1019.2
42,18.8,17.2,13.0,11.2,57.8,60.2,71.5,68.2,2.7,3.3,4.4,4.4,1016.0
