fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.2,19.6,16.3,14.4,70.1,45.7,51.9,56.6,3.0,3.9,3.2,3.2,1021.7,311,20
3,13.6,17.9,15.8,14.0,74.1,49.8,52.7,58.0,3.4,6.3,3.7,3.7,1022.6,311,23
6,12.2,15.8,15.1,13.4,79.9,59.0,53.2,57.9,2.5,6.5,4.7,4.7,1022.7,312,2
9,11.1,14.8,14.6,13.0,86.8,65.2,55.2,57.8,2.3,6.1,4.4,4.4,1022.8,312,5
12,13.3,14.3,14.3,12.9,80.3,70.4,57.2,57.3,2.4,6.8,5.1,5.1,1023.8,312,8
15,20.2,17.4,14.3,13.1,56.2,62.2,60.1,55.7,2.1,3.7,5.4,5.4,1023.5,312,11
18,22.5,20.3,16.0,13.8,45.4,47.7,58.7,64.3,2.1,3.3,3.9,3.9,1020.8,312,14
21,19.2,20.4,16.3,14.2,58.0,48.3,58.1,63.9,2.0,5.1,5.8,5.8,1020.6,312,17
24,16.2,18.7,15.9,14.0,70.2,56.8,62.1,66.5,2.8,7.7,8.1,8.1,1021.1,312,20
27,14.5,16.5,15.8,14.3,77.8,64.4,62.3,64.0,3.1,8.0,8.7,8.7,1021.4,312,23
30,13.2,14.9,16.3,15.1,83.1,72.8,59.0,60.0,2.5,7.0,6.0,6.0,1020.9,313,2
33,12.6,13.5,16.3,15.3,91.0,86.1,60.4,61.1,2.1,6.2,5.4,5.4,1020.3,313,5
36,14.3,13.4,16.7,15.5,87.1,90.4,60.7,61.9,2.6,6.2,5.0,5.0,1021.5,313,8
39,19.6,17.1,16.8,15.9,67.3,75.0,61.8,61.3,2.7,3.5,4.2,4.2,1021.2,313,11
42,22.7,20.8,16.9,16.3,56.9,60.6,69.0,62.5,2.0,2.6,2.5,2.5,1018.4,313,14
