fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.0,10.9,7.7,5.9,67.2,40.5,45.5,48.7,4.4,5.2,5.2,5.2,1024.6,56,20
3,4.7,10.2,7.8,6.2,72.1,43.4,44.0,49.2,6.2,6.7,7.0,7.0,1024.2,56,23
6,3.1,9.2,8.0,6.3,81.1,48.0,47.0,52.3,4.2,6.2,7.0,7.0,1023.6,57,2
9,1.9,8.1,7.6,6.0,86.0,53.5,48.0,51.9,2.3,5.2,6.5,6.5,1023.4,57,5
12,4.5,7.7,7.1,5.9,78.8,54.3,46.6,43.9,1.1,3.1,6.0,6.0,1024.9,57,8
15,12.9,10.3,7.6,6.5,52.2,54.3,45.1,39.8,2.5,3.2,7.1,7.1,1024.4,57,11
18,16.2,13.9,9.6,7.5,41.6,42.1,51.6,57.0,3.7,5.0,6.4,6.4,1021.7,57,14
21,14.8,14.3,10.2,8.1,51.2,44.5,53.5,59.5,5.3,6.5,7.3,7.3,1021.9,57,17
24,8.5,12.6,9.1,7.1,68.4,42.9,46.1,50.3,6.7,7.8,7.5,7.5,1023.9,57,20
27,5.8,9.8,8.0,6.3,59.1,32.8,29.6,32.6,7.3,9.7,6.3,6.3,1025.5,57,23
30,2.9,7.6,7.1,5.7,60.7,33.9,24.4,24.1,5.4,8.3,5.2,5.2,1025.5,58,2
33,1.4,5.2,6.5,5.2,70.7,49.1,28.9,22.6,2.5,7.3,4.0,4.0,1024.9,58,5
36,3.4,3.9,6.1,4.9,71.4,60.4,35.5,25.6,3.8,7.4,6.0,6.0,1026.0,58,8
39,11.0,8.0,6.7,5.6,54.9,59.3,38.9,23.2,3.7,4.5,6.2,6.2,1024.9,58,11
42,14.9,12.7,8.5,6.8,42.7,42.8,49.2,40.4,3.8,4.1,4.9,4.9,1020.7,58,14
