fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.2,9.1,7.3,5.8,82.2,76.3,75.7,77.5,3.2,7.5,9.2,9.2,1026.1,350,20
3,9.6,8.8,6.5,5.2,60.3,57.9,57.0,58.6,4.4,10.1,12.6,12.6,1028.5,350,23
6,7.2,7.7,5.4,4.5,60.5,54.7,49.4,33.2,3.4,8.9,11.1,11.1,1029.1,351,2
9,4.3,5.7,4.0,2.9,69.1,56.6,45.7,26.6,3.0,8.7,7.9,7.9,1030.1,351,5
12,3.6,3.6,2.4,0.9,72.2,59.7,44.9,35.3,3.1,8.2,10.2,10.2,1032.8,351,8
15,8.0,4.5,0.5,-1.1,44.8,52.0,54.5,40.3,5.0,7.1,9.1,9.1,1034.5,351,11
18,8.0,4.8,0.7,-1.4,30.5,32.9,41.7,47.4,6.2,8.9,9.3,9.3,1033.2,351,14
21,4.8,3.2,-0.8,-2.9,31.5,30.3,37.2,41.5,4.5,8.8,9.6,9.6,1034.1,351,17
24,1.7,0.8,-2.9,-4.8,38.1,31.7,35.2,36.9,3.3,8.7,8.2,8.2,1035.8,351,20
27,-1.0,-0.8,-4.0,-5.3,47.4,31.1,32.6,28.7,2.2,7.0,4.8,4.8,1036.6,351,23
30,-2.6,-1.6,-4.5,-5.4,55.6,30.7,32.3,26.5,1.9,5.1,2.1,2.1,1035.7,352,2
33,-3.3,-2.1,-4.6,-5.4,62.2,31.5,32.2,24.7,2.0,1.4,2.8,2.8,1035.1,352,5
36,-2.5,-2.1,-3.9,-3.2,62.9,33.2,25.9,5.8,0.5,1.9,3.3,3.3,1035.1,352,8
39,3.4,-0.1,-1.8,-1.0,34.1,37.7,10.4,2.8,1.7,2.5,4.5,4.5,1034.5,352,11
42,6.6,3.6,-0.1,-0.0,28.1,29.6,25.9,8.6,1.8,2.8,5.3,5.3,1030.6,352,14
