fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.0,12.0,9.2,9.2,80.6,60.2,61.7,30.2,3.0,3.1,0.9,0.9,1021.6,319,20
3,7.4,11.5,9.5,10.1,87.4,64.7,50.7,19.5,3.0,3.3,1.1,1.1,1021.9,319,23
6,6.3,11.0,9.7,10.2,91.6,68.8,42.9,17.3,1.0,1.7,1.6,1.6,1021.6,320,2
9,6.8,10.2,10.2,10.8,91.6,71.6,30.9,13.3,2.3,5.5,5.2,5.2,1020.3,320,5
12,8.8,9.1,9.3,9.9,84.9,76.8,40.5,21.3,2.5,5.4,6.4,6.4,1021.6,320,8
15,14.2,11.7,9.4,10.0,59.4,65.8,46.1,27.3,3.2,4.4,7.9,7.9,1021.7,320,11
18,16.1,14.4,10.3,10.2,51.0,53.9,63.0,36.0,2.6,3.9,6.4,6.4,1018.7,320,14
21,14.4,14.4,10.8,9.3,60.7,56.6,64.3,64.8,3.2,5.7,8.0,8.0,1018.6,320,17
24,13.3,13.6,11.0,9.5,69.9,64.3,72.4,75.6,2.0,5.0,8.5,8.5,1018.6,320,20
27,12.6,12.8,11.0,10.0,77.4,72.9,79.4,81.2,2.3,5.3,6.8,6.8,1018.7,320,23
30,12.1,12.3,10.8,10.1,83.9,79.9,85.4,84.0,1.2,3.4,3.4,3.4,1018.2,321,2
33,11.4,11.8,10.3,9.7,89.6,84.3,90.8,86.7,2.5,3.6,0.9,0.9,1018.0,321,5
36,12.2,11.5,10.2,9.7,88.4,89.4,93.1,88.2,2.1,4.2,2.3,2.3,1019.6,321,8
39,16.7,14.5,10.5,9.5,71.8,79.2,95.6,95.9,2.5,3.4,3.2,3.2,1019.8,321,11
42,17.9,16.3,12.2,10.3,67.8,72.4,87.8,95.2,2.7,3.4,3.9,3.9,1017.9,321,14
