fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.0,3.0,-0.4,-2.0,67.3,65.1,75.8,81.1,4.5,4.9,4.3,4.3,1032.8,361,20
3,3.1,2.2,-0.8,-2.3,73.8,71.1,79.6,83.2,4.3,5.9,4.6,4.6,1033.4,361,23
6,2.0,1.4,-1.0,-2.4,80.5,76.0,80.0,78.6,3.3,4.9,4.0,4.0,1033.7,362,2
9,0.3,0.7,-1.4,-2.6,88.3,79.1,78.8,73.4,4.5,5.6,4.7,4.7,1033.5,362,5
12,-0.0,-0.2,-1.6,-2.5,89.1,82.0,74.9,60.0,4.5,5.1,3.3,3.3,1035.1,362,8
15,3.9,0.6,-1.5,-2.2,67.5,80.1,73.6,51.9,2.5,2.8,2.6,2.6,1035.8,362,11
18,6.4,3.3,-0.8,-2.2,54.3,62.8,77.7,61.8,1.9,2.2,2.8,2.8,1033.1,362,14
21,4.3,3.7,-0.2,-2.0,65.7,59.3,72.5,68.2,2.4,2.5,3.1,3.1,1033.5,362,17
24,2.4,3.2,-0.4,-1.9,72.2,60.3,71.7,60.9,3.4,4.1,3.4,3.4,1034.2,362,20
27,1.3,2.7,-0.5,-1.7,75.7,60.6,71.9,51.8,2.7,4.3,2.5,2.5,1035.3,362,23
30,0.4,2.4,-0.4,-1.2,77.2,60.8,68.5,41.1,2.8,3.5,0.3,0.3,1035.1,363,2
33,-0.1,1.9,-0.5,-1.4,76.4,60.1,64.3,42.6,2.5,4.3,2.4,2.4,1034.2,363,5
36,-0.2,1.5,-0.8,-1.6,76.4,61.0,60.9,37.5,2.0,5.0,2.7,2.7,1035.1,363,8
39,5.8,2.3,-0.6,-1.3,55.4,64.4,54.4,26.9,1.2,2.5,3.0,3.0,1035.2,363,11
42,7.9,4.8,0.7,-1.2,42.4,47.7,58.4,59.8,1.0,1.9,2.5,2.5,1032.5,363,14
