fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.2,9.6,6.7,5.8,90.4,90.1,99.7,100.0,2.7,4.6,2.9,2.9,1016.1
3,8.9,8.1,5.8,5.1,94.2,94.0,97.9,98.2,4.3,7.4,7.4,7.4,1017.6
6,8.0,7.3,4.9,4.2,93.2,94.3,95.3,97.4,3.1,5.3,6.3,6.3,1016.9
9,7.6,6.7,3.7,2.7,91.0,92.9,94.1,95.2,4.7,7.8,11.0,11.0,1018.4
12,8.2,6.7,3.5,2.8,83.5,88.1,89.3,82.2,3.4,4.8,6.1,6.1,1019.3
15,11.2,8.9,4.7,2.9,66.4,71.4,89.1,95.4,4.0,5.4,5.8,5.8,1020.0
18,12.8,10.8,6.5,4.4,60.3,62.9,78.7,88.5,4.0,5.3,5.9,5.9,1017.7
21,12.3,11.2,7.0,4.9,61.4,61.9,76.8,86.2,4.1,5.7,6.2,6.2,1017.9
24,10.5,10.1,6.4,4.4,69.7,67.8,79.6,87.9,2.7,6.3,7.9,7.9,1020.3
27,9.4,9.5,6.4,4.5,75.8,69.6,76.4,83.2,2.5,6.2,7.9,7.9,1022.4
30,8.8,9.2,6.9,5.2,79.2,70.8,70.9,74.9,2.9,6.9,8.2,8.2,1023.3
33,8.7,8.9,7.8,6.6,79.6,71.9,57.8,48.4,3.0,7.1,9.3,9.3,1023.3
36,10.1,8.7,7.3,6.0,66.9,62.0,29.8,27.6,3.9,9.2,14.2,14.2,1025.7
39,13.2,10.5,6.4,4.4,32.5,29.8,33.9,32.1,5.8,8.2,9.5,9.5,1027.3
42,14.0,11.3,7.1,5.0,29.2,25.1,30.5,34.1,5.8,8.3,9.1,9.1,1026.3
