fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.6,5.0,1.6,-0.1,55.9,37.2,46.4,51.2,3.3,2.4,0.7,0.7,1031.9,52,20
3,1.6,4.9,1.7,0.1,62.0,37.0,47.0,53.3,2.4,1.9,0.8,0.8,1032.8,52,23
6,0.9,4.8,1.9,0.2,64.0,37.4,49.7,57.3,1.2,0.6,3.0,3.0,1032.0,53,2
9,0.9,4.6,1.8,0.1,67.7,38.4,51.8,59.1,0.6,1.5,4.6,4.6,1032.1,53,5
12,2.0,4.2,1.5,-0.2,69.3,39.8,53.1,59.8,0.9,2.1,4.7,4.7,1034.0,53,8
15,6.7,3.9,1.3,-0.4,51.2,48.4,52.3,58.4,1.2,2.3,4.1,4.1,1034.9,53,11
18,8.0,5.4,1.4,-0.4,46.8,48.4,58.7,62.5,0.7,1.5,2.5,2.5,1033.0,53,14
21,7.6,5.8,1.8,-0.2,50.7,48.0,59.7,65.4,1.0,2.7,3.7,3.7,1032.6,53,17
24,4.5,5.0,1.5,-0.3,64.2,51.9,62.7,68.5,3.5,5.3,4.6,4.6,1033.7,53,20
27,3.5,3.7,0.6,-1.0,71.4,57.7,68.3,75.9,4.4,5.5,5.1,5.1,1035.1,53,23
30,2.6,2.2,-0.4,-1.9,80.8,70.3,76.6,83.7,2.5,3.5,4.3,4.3,1034.6,54,2
33,1.8,1.1,-1.3,-2.5,86.9,81.3,85.5,89.1,1.8,2.9,3.0,3.0,1034.7,54,5
36,2.1,0.3,-1.7,-2.8,85.4,86.0,87.1,91.1,2.6,6.1,4.8,4.8,1036.2,54,8
39,5.2,1.6,-2.1,-3.3,63.9,74.7,83.3,82.9,3.5,5.1,6.2,6.2,1036.8,54,11
42,7.6,4.2,0.1,-1.9,48.0,52.1,64.7,72.4,1.9,2.8,3.6,3.6,1033.6,54,14
