fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.3,3.1,-0.5,-2.3,53.7,44.9,53.1,58.5,4.3,5.6,5.6,5.6,1030.9
3,2.3,2.6,-0.7,-2.4,60.4,46.8,53.9,58.3,3.1,4.8,5.6,5.6,1031.7
6,-0.6,2.2,-1.0,-2.7,77.5,49.4,55.9,60.4,3.2,4.5,5.8,5.8,1032.2
9,-1.3,1.8,-1.0,-2.7,81.7,51.4,53.7,55.9,2.0,3.4,4.4,4.4,1031.8
12,0.1,1.4,-1.4,-3.0,80.0,52.1,53.6,54.3,2.2,2.6,2.1,2.1,1034.4
15,6.5,2.9,-1.1,-2.9,45.3,50.3,59.0,57.4,0.9,0.9,1.1,1.1,1035.0
18,8.8,5.4,1.2,-0.9,38.8,41.5,52.1,57.9,1.1,1.7,2.7,2.7,1032.5
21,8.0,6.1,2.1,0.0,43.2,40.8,50.3,56.5,1.4,1.9,3.1,3.1,1032.1
24,2.9,5.6,1.8,-0.1,65.7,42.8,51.2,56.9,1.9,3.6,4.1,4.1,1032.7
27,1.4,4.5,1.4,-0.4,69.9,44.5,53.5,58.4,2.7,7.7,4.5,4.5,1033.5
30,0.2,3.2,1.0,-0.4,69.7,45.3,54.5,55.8,2.6,8.1,4.6,4.6,1032.8
33,-1.1,2.1,0.8,-0.2,77.8,53.9,54.2,49.0,2.8,6.7,3.9,3.9,1032.3
36,0.2,1.6,0.9,0.5,79.6,62.0,49.3,36.3,3.0,6.5,3.9,3.9,1033.0
39,7.5,3.9,1.9,1.8,54.6,61.6,34.7,20.3,3.2,4.4,4.8,4.8,1032.3
42,10.8,7.7,3.6,2.6,41.5,43.8,50.5,31.6,3.3,4.1,4.7,4.7,1029.0
