fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.8,9.2,5.8,3.8,55.6,38.0,43.3,46.8,3.8,8.9,8.4,8.4,1030.9,51,20
3,5.6,5.8,4.5,2.8,58.2,51.5,46.1,46.8,5.9,13.1,12.1,12.1,1032.8,51,23
6,3.7,2.7,2.5,1.4,64.5,61.7,41.0,51.2,5.4,12.9,14.5,14.5,1034.5,52,2
9,2.6,1.4,-0.1,-0.3,65.5,64.0,36.7,33.7,4.7,11.4,15.8,15.8,1035.5,52,5
12,2.8,0.2,-2.0,-1.9,68.0,76.2,54.5,36.6,4.4,9.2,13.0,13.0,1038.2,52,8
15,4.6,1.1,-2.7,-1.9,56.1,66.1,69.9,24.1,4.4,6.7,10.0,10.0,1038.0,52,11
18,6.0,2.7,-1.5,-2.8,46.2,52.4,65.7,40.3,4.0,5.5,6.3,6.3,1034.9,52,14
21,5.7,3.3,-0.8,-2.6,46.0,49.9,62.9,61.3,4.7,6.6,7.3,7.3,1034.0,52,17
24,2.6,2.2,-1.3,-3.0,62.5,58.9,70.5,75.1,3.5,8.4,9.6,9.6,1034.3,52,20
27,1.7,1.2,-1.3,-2.7,68.8,64.5,70.7,76.2,4.3,10.6,10.5,10.5,1034.0,52,23
30,0.8,0.2,-1.5,-2.4,75.6,74.3,76.8,75.6,3.7,9.4,9.0,9.0,1032.8,53,2
33,0.3,-0.3,-1.5,-2.1,80.8,79.0,80.0,72.1,3.1,8.4,7.6,7.6,1031.2,53,5
36,1.7,-0.2,-1.7,-2.4,76.0,80.9,79.6,71.0,3.1,8.0,7.2,7.2,1032.4,53,8
39,5.6,2.4,-1.5,-2.4,60.6,70.2,84.7,74.2,2.6,3.9,5.0,5.0,1031.3,53,11
42,6.4,4.0,-0.0,-2.0,55.5,61.3,77.2,83.6,3.0,3.3,3.6,3.6,1029.1,53,14
