fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.1,8.8,5.8,4.6,87.9,84.1,78.3,78.7,1.7,3.8,7.7,7.7,1025.1
3,9.6,8.7,6.0,4.8,89.5,84.7,77.4,77.2,0.8,2.4,6.0,6.0,1025.1
6,8.7,8.4,6.1,4.7,93.9,88.7,74.5,71.3,2.4,6.0,5.5,5.5,1024.3
9,7.6,8.0,6.2,5.1,95.9,91.1,67.9,58.6,2.0,6.0,5.6,5.6,1024.1
12,9.5,7.8,6.4,5.5,90.2,92.4,66.9,51.8,3.1,4.0,4.8,4.8,1025.8
15,13.9,11.0,6.9,5.5,63.4,69.0,81.8,71.3,1.9,2.7,3.5,3.5,1025.5
18,16.0,13.7,9.5,7.5,55.2,57.5,70.5,77.5,3.4,4.6,4.9,4.9,1023.5
21,14.9,14.0,9.9,7.8,63.6,59.6,72.7,80.6,1.7,4.0,4.3,4.3,1024.1
24,12.8,13.6,9.8,7.8,75.2,61.9,72.8,79.8,1.8,3.7,4.8,4.8,1025.3
27,10.8,13.4,9.8,7.9,85.8,62.4,72.4,78.6,1.7,2.7,4.9,4.9,1026.1
30,9.7,12.9,9.7,7.8,90.5,64.7,73.8,81.2,2.0,3.3,5.2,5.2,1026.2
33,9.0,12.3,9.4,7.6,92.6,68.5,76.0,81.5,2.0,5.3,5.7,5.7,1026.6
36,11.7,11.8,9.1,7.5,84.4,71.5,76.7,73.3,1.6,4.8,4.7,4.7,1028.6
39,16.2,13.3,9.2,7.7,61.9,67.1,78.6,66.9,2.0,2.9,3.5,3.5,1029.3
42,17.8,15.2,11.0,8.8,49.9,51.8,63.8,70.2,2.4,3.2,3.7,3.7,1027.1
