fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,19.6,21.6,19.1,17.2,70.8,57.0,60.7,66.5,3.5,7.4,5.5,5.5,1017.9
3,17.6,19.1,18.6,16.9,72.7,61.6,62.5,68.9,3.8,7.1,5.1,5.1,1018.8
6,16.1,17.9,18.4,16.8,76.0,63.8,63.2,67.9,2.7,5.2,3.3,3.3,1018.4
9,15.1,17.0,18.2,16.6,77.1,63.6,64.2,66.5,2.5,4.7,1.6,1.6,1018.0
12,16.8,16.7,18.1,16.5,72.8,65.7,64.3,64.8,2.3,3.6,1.1,1.1,1020.1
15,22.8,20.5,18.3,16.7,58.3,62.3,62.4,61.0,1.7,2.0,0.9,0.9,1020.0
18,25.2,23.5,19.2,17.0,47.8,49.0,59.1,63.6,1.2,1.5,1.1,1.1,1017.6
21,22.1,23.4,19.4,17.3,63.4,47.9,55.5,60.9,1.5,1.9,2.0,2.0,1017.8
24,18.4,22.3,18.9,16.9,73.9,50.4,56.9,61.7,2.2,4.1,3.0,3.0,1019.1
27,16.6,20.8,18.5,16.7,81.5,56.4,57.7,61.3,3.6,5.0,2.7,2.7,1019.9
30,15.1,19.8,18.3,16.6,89.3,62.9,58.9,61.8,2.9,3.3,2.3,2.3,1019.7
33,14.1,19.1,18.2,16.5,93.0,66.4,59.1,62.1,3.0,3.0,1.6,1.6,1019.4
36,16.9,18.9,18.1,16.4,85.3,66.7,58.8,61.7,2.2,2.5,0.5,0.5,1021.3
39,23.9,21.5,18.2,16.6,57.4,61.2,58.8,59.7,1.9,1.9,0.7,0.7,1021.5
42,25.7,23.9,19.5,17.3,45.3,46.3,56.1,61.2,1.9,1.8,1.3,1.3,1019.2
