fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,23.0,22.5,20.2,19.5,77.6,78.5,82.4,80.9,4.6,8.3,9.1,9.1,1014.5,279,20
3,19.9,18.8,17.3,17.5,84.4,87.6,94.8,95.0,5.5,8.6,12.6,12.6,1016.5,279,23
6,18.6,17.6,16.8,17.6,83.7,86.9,95.1,95.7,4.6,6.7,10.4,10.4,1015.6,280,2
9,17.7,16.7,15.6,16.9,87.1,89.3,99.6,99.4,4.9,7.5,10.0,10.0,1015.4,280,5
12,17.8,16.6,15.8,17.0,87.7,90.8,99.6,99.8,4.8,6.9,9.3,9.3,1016.5,280,8
15,19.4,17.9,15.4,16.3,82.8,87.5,99.2,99.5,5.8,8.1,8.6,8.6,1016.7,280,11
18,21.5,20.0,16.0,15.5,77.4,81.7,98.5,98.8,5.8,7.9,7.7,7.7,1014.8,280,14
21,20.9,19.9,16.0,15.7,80.0,82.9,98.4,98.5,5.1,7.4,10.3,10.3,1014.8,280,17
24,19.6,18.8,15.7,16.0,83.1,85.8,97.5,96.7,4.6,7.1,11.3,11.3,1016.0,280,20
27,19.1,18.2,15.7,16.1,84.1,87.4,98.9,98.8,3.9,6.4,11.4,11.4,1016.0,280,23
30,18.8,18.0,16.2,16.6,86.8,89.7,99.7,99.1,4.1,6.7,8.3,8.3,1015.3,281,2
33,18.6,17.7,16.3,16.6,89.1,91.8,99.6,99.7,3.7,6.5,7.6,7.6,1015.2,281,5
36,18.7,17.6,16.4,16.6,89.2,92.5,99.3,99.4,3.9,6.0,6.6,6.6,1016.7,281,8
39,20.3,18.8,16.2,16.8,84.3,88.5,99.4,98.0,3.2,4.6,3.8,3.8,1017.0,281,11
42,22.0,20.6,16.7,16.4,78.3,82.4,98.2,99.0,3.5,4.8,4.4,4.4,1014.7,281,14
