fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.7,2.9,-0.8,-2.0,77.5,82.8,98.6,99.3,5.2,5.9,6.4,6.4,1027.3
3,3.7,1.9,-1.5,-2.2,80.8,86.3,99.3,99.6,6.5,7.5,7.9,7.9,1028.2
6,2.7,0.8,-2.3,-2.4,81.0,87.5,97.9,97.7,6.3,7.3,8.2,8.2,1027.9
9,2.2,0.3,-2.4,-2.3,80.3,87.9,95.1,95.2,4.0,4.5,5.6,5.6,1027.7
12,2.2,0.0,-3.1,-3.4,78.7,87.7,98.8,98.2,4.9,5.7,5.3,5.3,1029.7
15,4.4,1.5,-2.5,-3.4,66.5,77.4,98.9,97.7,2.4,2.5,2.1,2.1,1029.9
18,6.4,3.6,-0.5,-2.4,60.0,68.5,86.5,97.8,1.6,1.7,1.6,1.6,1027.2
21,5.4,4.4,0.4,-1.2,66.0,65.9,83.1,89.8,1.0,1.3,1.3,1.3,1027.0
24,2.9,4.1,0.6,-0.2,80.6,67.5,81.5,83.0,1.9,3.7,4.5,4.5,1027.4
27,2.2,3.8,0.9,0.1,85.3,69.8,80.6,81.8,2.3,5.8,6.7,6.7,1027.2
30,2.0,3.1,1.2,1.3,85.6,72.9,78.3,78.8,3.1,8.0,8.3,8.3,1026.6
33,2.4,2.3,1.9,2.6,82.4,78.7,76.9,78.9,3.7,9.0,11.2,11.2,1024.9
36,4.3,3.0,3.7,4.5,76.6,80.4,72.8,73.7,4.2,9.4,13.7,13.7,1025.1
39,6.9,5.1,5.7,6.8,74.0,78.7,72.4,74.3,2.8,4.8,9.6,9.6,1024.2
42,8.7,7.1,6.6,7.4,75.7,80.4,77.9,81.6,2.3,3.4,5.4,5.4,1021.5
