fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,9.2,10.8,8.6,7.7,84.5,73.8,79.8,80.2,1.4,1.9,1.7,1.7,1021.6
3,9.2,10.1,8.2,7.3,86.9,79.7,86.0,87.5,4.1,4.6,4.4,4.4,1022.5
6,8.5,9.6,8.5,7.9,93.8,86.2,88.3,90.3,1.9,3.1,4.5,4.5,1021.5
9,8.3,9.1,8.3,7.5,95.9,89.8,91.1,95.3,0.9,1.7,2.6,2.6,1021.0
12,8.3,8.3,8.0,7.1,96.1,93.5,94.0,97.9,2.4,3.8,2.2,2.2,1022.5
15,9.7,8.2,7.6,6.9,91.2,97.6,96.7,99.1,2.7,3.4,5.1,5.1,1022.9
18,10.2,8.9,7.3,7.2,91.4,96.1,99.5,99.6,3.4,4.6,6.6,6.6,1020.4
21,9.8,8.8,7.0,7.4,92.5,96.4,99.8,99.7,4.5,6.6,7.5,7.5,1020.1
24,8.7,7.9,6.7,6.8,95.6,98.2,99.8,99.9,4.8,7.5,9.8,9.8,1020.8
27,8.0,7.1,6.0,6.4,96.0,98.1,99.7,99.9,5.9,8.3,9.7,9.7,1021.8
30,7.2,6.1,5.0,5.5,95.2,98.4,99.8,99.9,6.5,8.8,11.7,11.7,1022.2
33,6.0,4.9,3.2,4.1,94.6,97.4,99.9,100.0,7.4,9.6,14.1,14.1,1022.4
36,4.5,3.0,0.8,1.7,93.2,96.0,99.8,99.9,8.4,11.1,16.1,16.1,1025.5
39,3.4,1.5,-1.0,-0.6,91.7,96.0,99.7,99.8,6.7,8.9,15.0,15.0,1028.1
42,3.0,1.0,-1.8,-1.4,88.4,93.4,99.5,99.5,7.5,9.2,13.1,13.1,1026.7
