fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.0,12.3,8.7,7.8,81.2,85.1,95.5,96.1,6.2,7.6,10.4,10.4,1026.1,277,20
3,13.7,12.0,8.6,7.7,80.3,85.1,95.7,96.0,5.8,7.4,10.1,10.1,1025.4,277,23
6,13.4,11.8,8.3,7.5,80.0,85.2,96.5,95.0,5.8,7.3,10.0,10.0,1024.8,278,2
9,13.1,11.4,8.2,7.4,81.3,86.5,93.7,90.2,5.8,7.3,10.6,10.6,1024.4,278,5
12,12.8,11.0,8.3,7.5,83.6,88.2,90.7,87.9,6.4,8.1,12.0,12.0,1025.6,278,8
15,13.5,11.7,8.6,7.9,83.9,87.7,90.3,89.0,5.8,7.7,12.3,12.3,1025.2,278,11
18,13.8,12.3,9.4,8.6,88.8,90.2,92.0,89.4,4.5,6.0,9.9,9.9,1022.7,278,14
21,13.7,12.5,9.6,8.6,91.3,92.0,93.5,92.6,5.8,7.8,11.2,11.2,1022.7,278,17
24,13.6,12.4,9.2,8.3,89.3,90.6,94.2,91.8,5.5,8.6,12.9,12.9,1023.3,278,20
27,13.0,11.8,8.6,7.7,89.8,90.1,93.1,92.0,6.0,8.5,11.6,11.6,1024.2,278,23
30,12.5,11.3,8.6,7.9,89.1,89.9,91.1,90.5,6.1,8.6,13.1,13.1,1023.8,279,2
33,12.4,11.3,8.7,8.1,90.7,91.1,92.9,91.6,5.1,7.8,12.8,12.8,1023.4,279,5
36,12.7,11.3,8.8,8.2,91.7,92.6,95.1,92.9,5.8,8.1,12.0,12.0,1024.8,279,8
39,13.3,11.7,9.0,8.2,90.8,92.7,95.5,94.8,6.4,7.6,10.0,10.0,1025.2,279,11
42,13.5,12.2,9.4,8.7,90.4,91.6,92.0,90.8,5.3,6.5,8.0,8.0,1022.7,279,14
